EmployeeID,Age,Gender,Department,City,ExperienceYears,AnnualSalary,PerformanceScore,WeeklyHours,ProjectsCompleted,SatisfactionScore,CommuteKm,BMI,MonthlySalesK,DiscountPercent,JoinDate
1009,41,Male,Sales,Bengaluru,19,1121774,96,43.5,7,5.3,5.9,24.5,171.59,10,2022-02-01
1010,24,Female,Sales,Bengaluru,3,891788,67,37.8,4,6.3,1.3,27.7,673.25,20,2020-04-25
1011,39,Female,IT,Mumbai,17,359215,75,49.8,3,8.7,6.7,23.6,77.51,25,2021-05-19
1012,25,Male,IT,Hyderabad,4,903212,66,46.6,8,6.5,29.8,24.9,162.89,10,2021-09-23
1013,27,Male,Marketing,Chennai,7,549572,70,39.0,3,6.9,1.4,18.0,260.78,10,2023-04-04
1014,28,Male,Finance,Bengaluru,9,907587,92,45.5,5,5.5,24.8,23.7,86.05,30,2023-08-12
1015,22,Male,HR,Jaipur,0,1550015,73,31.5,4,7.9,2.6,28.9,91.29,5,2021-10-09
1016,30,Male,HR,Chennai,7,757623,67,43.7,3,7.1,8.6,23.2,268.22,25,2022-09-06
1017,35,Female,Finance,Jaipur,15,1013232,82,41.4,1,8.1,20.2,24.3,58.24,10,2024-12-24
1018,22,Male,Operations,Pune,1,951707,87,41.1,4,5.4,3.2,22.2,46.53,20,2023-05-02
1019,24,Male,Sales,Hyderabad,3,931001,81,41.5,2,8.1,7.3,19.8,127.76,10,2024-08-14
1020,34,Female,Marketing,Mumbai,15,549996,63,42.9,4,6.8,27.3,19.1,240.01,20,2021-01-19
1021,21,Male,Operations,Chennai,1,1391115,58,42.0,2,8.0,31.2,26.3,108.87,5,2022-12-07
1022,55,Female,Sales,Pune,32,887559,74,43.5,7,8.7,26.2,21.9,501.93,30,2024-01-14
1023,19,Female,HR,Chennai,0,814324,66,39.4,7,7.6,11.9,21.0,282.35,20,2024-03-17
1024,45,Female,IT,Bengaluru,22,1117323,77,45.5,6,7.1,3.4,22.9,228.53,20,2022-08-29
1025,28,Male,Marketing,Kolkata,7,1033534,88,43.7,5,8.5,1.0,19.5,34.51,10,2021-03-10
1026,31,Female,Operations,Jaipur,8,547870,68,44.3,8,5.6,6.1,29.7,100.02,30,2023-06-21
1027,33,Female,Finance,Kolkata,12,556625,75,48.0,6,6.3,5.7,27.9,183.59,10,2021-12-11
1028,33,Male,Marketing,Pune,13,1640587,70,36.9,1,7.9,10.8,24.9,130.24,5,2021-08-27
1029,34,Female,Marketing,Kolkata,13,1232104,78,51.4,6,5.6,4.9,32.1,428.25,10,2022-04-18
1030,34,Male,Operations,Pune,13,808436,72,51.2,9,6.3,12.1,24.4,209.1,20,2024-03-26
1031,23,Female,Operations,Pune,1,2651721,68,37.6,5,4.0,30.3,18.1,163.59,20,2024-04-12
1032,44,Male,Finance,Chennai,25,1289905,56,42.1,3,5.8,7.3,30.4,225.13,10,2024-12-24
1033,36,Female,Operations,Mumbai,16,2231719,88,44.0,1,6.7,8.4,27.1,153.8,15,2021-02-24
1034,24,Male,Operations,Bengaluru,3,882484,71,42.9,6,7.0,1.0,25.0,109.06,25,2024-11-23
1035,31,Male,Sales,Hyderabad,12,718257,76,45.1,1,6.1,1.7,20.9,107.77,0,2020-04-25
1036,30,Male,Operations,Bengaluru,11,1012294,63,44.6,6,6.5,12.1,23.3,163.26,20,2024-02-04
1037,32,Female,Operations,Kolkata,12,471629,63,42.9,6,7.8,3.7,27.1,465.84,5,2020-12-19
1038,29,Male,Sales,Kolkata,10,817343,77,39.7,4,5.4,12.7,23.3,66.26,15,2025-01-03
1039,37,Male,IT,Pune,14,978377,59,47.6,5,7.1,19.2,28.1,135.28,0,2021-01-23
1040,33,Male,Sales,Bengaluru,13,437317,72,37.3,4,6.0,2.5,20.6,449.43,30,2020-08-17
1041,36,Other,Finance,Mumbai,14,701905,74,41.4,5,9.8,17.1,23.5,55.32,5,2021-01-11
1042,30,Male,Sales,Bengaluru,10,1260842,78,45.4,4,8.1,1.0,21.9,204.49,25,2021-12-24
1043,30,Male,Finance,Jaipur,8,4022323,81,38.6,3,6.8,14.1,28.1,171.46,15,2020-03-16
1044,35,Female,Marketing,Mumbai,12,1617435,78,44.5,6,7.9,9.7,22.5,153.7,5,2022-08-07
1045,30,Male,Finance,Jaipur,7,282007,77,41.7,7,8.6,10.2,27.2,146.27,20,2020-09-24
1046,38,Female,HR,Bengaluru,15,1609777,79,32.0,8,8.2,3.8,24.1,133.36,0,2022-10-29
1047,36,Male,HR,Delhi,17,384729,80,47.9,8,6.9,5.3,16.5,35.13,30,2021-03-22
1048,34,Male,Finance,Hyderabad,15,823788,75,41.4,1,8.8,17.5,24.6,162.02,10,2020-08-31
1049,32,Female,Operations,Kolkata,13,633615,75,34.5,3,7.5,21.4,28.7,173.76,25,2023-06-19
1050,34,Other,Marketing,Mumbai,13,965923,75,51.4,3,7.0,30.5,25.8,157.54,5,2022-06-08
1051,35,Male,Operations,Mumbai,13,406532,78,39.9,4,6.5,1.8,21.1,220.84,5,2025-06-15
1052,44,Male,Sales,Bengaluru,21,842419,76,41.1,7,6.0,26.5,22.6,101.38,15,2020-10-30
1053,32,Female,Sales,Pune,13,930388,70,44.9,2,8.9,8.6,21.7,229.73,0,2020-11-01
1054,40,Female,Finance,Mumbai,17,1618696,72,34.4,5,4.5,6.4,32.8,111.85,0,2021-08-26
1055,42,Female,Operations,Chennai,23,841281,82,43.9,5,6.1,10.0,21.9,29.08,15,2020-08-22
1056,35,Male,Sales,Kolkata,16,615947,72,40.6,5,7.6,25.3,25.4,253.44,5,2023-03-08
1057,31,Male,Sales,Pune,11,936648,52,39.8,3,4.7,3.0,27.4,74.15,10,2023-09-03
1058,34,Male,HR,Hyderabad,14,653073,80,32.3,8,8.3,39.9,13.6,42.11,10,2021-04-26
1059,21,Male,Finance,Delhi,0,344811,95,44.3,6,6.5,7.2,22.3,64.75,15,2023-12-11
1060,39,Female,Operations,Hyderabad,19,1064575,53,54.4,4,8.0,23.3,21.0,79.88,15,2022-08-14
1061,38,Male,Sales,Pune,19,485812,62,55.2,6,5.7,1.9,24.9,238.41,10,2024-01-26
1062,21,Female,Finance,Delhi,1,839655,82,49.6,6,6.1,10.3,27.5,188.32,10,2023-08-09
1063,38,Female,IT,Bengaluru,15,625929,59,40.0,4,5.8,4.9,26.0,170.03,30,2024-11-04
1064,27,Male,Finance,Kolkata,4,520746,74,26.7,3,8.6,59.5,18.5,101.51,10,2021-09-28
1065,37,Male,Operations,Pune,14,508962,90,45.7,6,10.0,8.2,24.8,279.72,0,2021-02-18
1066,49,Male,Sales,Pune,27,1237590,100,49.9,6,6.3,20.8,24.5,274.84,0,2024-05-17
1067,32,Male,Operations,Chennai,12,1104082,54,39.2,2,8.8,22.4,27.9,328.83,10,2024-11-11
1068,32,Female,Sales,Chennai,9,1883198,76,43.0,7,7.9,1.0,20.3,74.4,30,2020-04-25
1069,31,Male,Sales,Mumbai,11,1211230,64,43.0,2,4.9,12.1,20.7,119.21,30,2020-09-04
1070,24,Female,Sales,Mumbai,2,1496266,72,42.5,4,6.7,5.2,20.8,319.64,0,2020-12-13
1071,26,Female,Sales,Bengaluru,5,824420,62,51.2,1,5.0,9.6,20.4,242.96,25,2022-08-24
1072,47,Female,Sales,Mumbai,26,1489097,77,42.3,8,7.6,4.7,23.0,675.63,10,2024-08-13
1073,34,Male,Operations,Chennai,14,1494014,78,53.4,6,7.2,2.9,21.3,200.0,20,2024-11-07
1074,33,Female,Operations,Bengaluru,14,531053,80,46.2,5,7.2,23.4,24.8,296.11,25,2022-01-16
1075,34,Male,IT,Bengaluru,14,1026881,59,43.2,8,7.1,1.0,24.7,311.91,30,2020-11-14
1076,18,Female,IT,Mumbai,0,549962,76,40.4,6,8.4,1.0,27.7,135.27,30,2020-07-20
1077,40,Male,Finance,Chennai,21,1251493,84,41.7,6,7.0,4.2,23.7,62.03,30,2022-01-27
1078,34,Male,Finance,Mumbai,14,861496,64,40.9,5,7.1,63.4,19.9,247.6,25,2020-05-05
1079,34,Female,Operations,Delhi,13,561275,86,45.2,3,6.4,5.8,18.8,98.5,10,2024-04-27
1080,33,Female,Operations,Delhi,13,844378,59,33.1,3,8.8,1.9,20.7,77.13,15,2022-09-01
1081,29,Female,Sales,Kolkata,10,1034894,77,40.3,1,8.2,30.1,25.1,156.05,25,2021-04-23
1082,38,Male,IT,Chennai,17,2136924,88,43.8,2,7.5,1.1,28.5,420.93,15,2022-05-28
1083,46,Female,Sales,Chennai,25,855937,69,40.5,5,6.7,2.1,20.9,359.11,30,2020-02-26
1084,33,Male,Sales,Bengaluru,12,388521,92,47.3,2,5.9,1.4,20.9,66.24,10,2023-08-26
1085,39,Male,Operations,Delhi,16,1096373,68,45.9,5,6.8,10.3,29.5,96.6,0,2024-09-07
1086,23,Female,IT,Delhi,1,1012360,80,45.1,5,8.2,13.6,24.1,37.31,0,2022-05-14
1087,18,Female,Finance,Pune,0,744666,69,50.0,3,5.6,4.1,15.8,102.48,30,2022-07-28
1088,40,Female,IT,Jaipur,20,551150,95,44.2,6,7.1,1.0,21.0,416.24,20,2024-08-01
1089,40,Female,Sales,Delhi,21,1147621,74,39.2,5,8.0,20.7,28.9,65.92,10,2025-06-19
1090,35,Male,Sales,Kolkata,12,1422633,56,35.1,5,6.1,2.8,21.5,145.66,25,2023-04-15
1091,26,Female,Finance,Hyderabad,3,894735,82,44.1,3,7.6,9.5,22.7,229.4,5,2023-05-03
1092,37,Female,Operations,Hyderabad,14,553018,76,44.7,4,8.0,27.5,25.1,123.66,5,2020-12-20
1093,37,Male,Sales,Chennai,16,654142,75,49.5,2,6.4,3.1,16.1,123.1,20,2024-07-13
1094,21,Female,IT,Bengaluru,0,1405423,69,43.0,6,6.8,9.3,24.7,80.51,20,2023-08-14
1095,33,Male,IT,Pune,12,1005285,80,37.8,5,6.4,1.0,23.2,134.42,15,2021-09-24
1096,27,Male,Operations,Hyderabad,4,1441722,70,37.9,2,7.7,6.0,25.7,85.16,15,2022-02-01
1097,33,Male,Operations,Chennai,13,1062850,85,47.7,8,7.7,1.0,23.2,172.78,30,2024-04-18
1098,33,Female,Sales,Hyderabad,14,562027,75,40.9,5,6.9,1.2,25.0,40.51,0,2023-04-06
1099,28,Male,Finance,Jaipur,5,987958,68,39.5,3,7.0,42.4,26.6,150.35,30,2021-06-04
1100,24,Female,IT,Pune,5,891048,64,40.0,7,7.5,2.8,22.2,107.91,20,2023-02-17
1101,29,Male,Operations,Jaipur,10,1468801,76,40.4,2,6.1,18.4,28.6,251.2,30,2024-02-22
1102,18,Female,IT,Jaipur,0,422509,68,47.8,7,8.4,2.2,28.3,116.11,30,2023-07-29
1103,42,Male,IT,Delhi,19,364763,63,46.7,8,6.4,25.7,22.7,116.96,15,2021-01-21
1104,27,Male,IT,Delhi,5,704171,70,43.0,3,4.8,11.2,20.6,195.25,30,2023-11-21
1105,28,Female,Sales,Chennai,8,1004020,76,42.8,4,5.8,1.0,25.0,267.88,0,2024-02-19
1106,33,Male,HR,Delhi,11,872785,61,44.8,6,6.9,1.0,24.8,73.48,0,2021-10-18
1107,26,Male,Operations,Kolkata,6,569075,80,45.4,3,9.0,3.1,24.8,94.57,0,2022-06-29
1108,38,Male,IT,Bengaluru,16,1531893,61,42.6,4,6.1,4.3,14.4,128.12,30,2021-08-12
1109,42,Male,Sales,Kolkata,22,422389,86,36.4,4,7.6,3.5,22.4,84.99,0,2024-08-03
1110,31,Female,Finance,Mumbai,8,889963,85,36.6,4,6.7,25.7,26.9,113.28,10,2021-06-30
1111,33,Male,Sales,Kolkata,13,901118,71,43.7,1,2.3,2.2,18.6,126.16,30,2024-04-07
1112,39,Male,Marketing,Bengaluru,16,535145,84,33.9,4,8.4,8.3,24.6,34.66,15,2024-02-28
1113,37,Male,IT,Pune,17,1362607,72,42.7,4,6.8,8.1,23.4,194.08,0,2021-08-24
1114,34,Male,Marketing,Pune,15,955104,86,38.1,6,8.9,3.6,18.0,127.06,25,2024-11-30
1115,28,Female,Operations,Mumbai,9,1229141,79,39.2,6,7.0,33.4,19.3,75.36,25,2020-12-07
1116,29,Male,Marketing,Jaipur,10,794258,72,36.4,1,4.4,1.0,28.9,255.47,5,2022-06-28
1117,32,Male,Sales,Jaipur,13,484445,85,37.4,2,7.6,32.4,23.2,100.59,15,2024-12-23
1118,44,Female,IT,Jaipur,23,690393,57,36.1,4,4.7,5.9,20.2,274.85,5,2021-09-15
1119,30,Female,IT,Jaipur,11,1812377,69,43.1,4,5.7,1.8,20.6,72.86,10,2023-08-19
1120,38,Male,Finance,Jaipur,15,4407880,66,46.9,5,8.0,19.9,24.7,214.78,20,2024-09-14
1121,24,Female,Operations,Jaipur,5,2246760,65,44.1,5,9.1,30.6,28.0,182.55,10,2023-06-04
1122,32,Male,Sales,Bengaluru,11,974861,85,44.1,4,7.3,6.5,19.1,68.34,5,2020-05-10
1123,22,Male,Sales,Delhi,2,991946,62,45.8,4,6.4,1.0,22.0,304.15,15,2024-01-24
1124,24,Male,Operations,Kolkata,5,706283,72,45.8,4,4.1,17.1,23.1,184.54,30,2023-04-04
1125,43,Male,Sales,Jaipur,24,381602,68,42.4,4,6.7,25.4,23.6,80.15,20,2020-03-05
1126,18,Male,Finance,Delhi,0,718862,72,37.8,3,7.0,22.8,23.5,137.07,25,2023-04-01
1127,52,Male,IT,Hyderabad,30,1498509,69,46.4,6,6.5,19.3,25.8,134.19,20,2020-03-08
1128,18,Male,IT,Delhi,0,2792065,71,47.2,4,7.5,5.8,31.6,231.5,10,2022-12-04
1129,26,Male,Sales,Hyderabad,3,647443,56,46.3,1,7.4,10.6,29.8,95.76,0,2021-01-09
1130,27,Female,HR,Pune,7,1421618,72,42.0,6,8.7,14.0,29.5,72.24,25,2024-04-13
1131,24,Female,IT,Chennai,1,694984,80,42.7,3,8.5,1.5,21.5,367.41,15,2021-05-24
1132,26,Other,HR,Delhi,6,782996,74,42.2,5,8.5,10.6,23.7,60.28,20,2024-07-30
1133,18,Male,Sales,Hyderabad,0,952242,77,44.4,7,3.9,35.6,30.7,169.18,5,2025-01-01
1134,26,Female,Operations,Delhi,7,2095091,86,35.0,3,6.2,7.8,29.1,139.38,20,2021-01-18
1135,23,Male,Marketing,Delhi,0,1175755,87,53.6,6,6.0,17.3,24.0,135.26,0,2021-08-16
1136,29,Male,Operations,Mumbai,9,1047566,88,46.1,4,6.2,1.0,33.7,156.15,10,2020-11-07
1137,45,Female,Sales,Kolkata,25,808824,63,36.2,2,7.8,28.7,23.7,176.44,5,2021-04-23
1138,29,Other,Operations,Kolkata,10,1022745,81,35.0,2,4.3,10.1,29.7,112.57,0,2020-06-23
1139,25,Male,HR,Mumbai,2,702492,76,46.9,4,5.6,39.8,19.2,36.74,10,2021-05-22
1140,34,Male,Sales,Bengaluru,13,868078,66,49.1,4,7.4,8.1,25.2,102.97,15,2025-06-10
1141,29,Female,IT,Delhi,6,640592,80,44.8,4,6.5,2.7,23.6,146.96,0,2021-01-23
1142,31,Male,Operations,Jaipur,10,1378360,81,40.4,7,7.0,24.1,19.6,226.6,0,2025-03-05
1143,33,Male,HR,Mumbai,13,941598,74,43.6,2,4.0,1.0,31.6,311.78,10,2022-11-08
1144,40,Female,IT,Chennai,17,370936,75,46.3,3,5.6,1.5,28.6,111.57,30,2022-08-26
1145,39,Female,Sales,Pune,20,656400,75,41.1,3,8.1,30.8,24.4,193.84,0,2024-07-05
1146,21,Female,HR,Pune,2,1569429,71,42.3,6,6.3,16.3,35.0,213.65,0,2020-11-06
1147,29,Female,Sales,Hyderabad,8,677215,78,39.2,2,6.9,1.0,22.4,38.02,20,2025-02-02
1148,30,Female,Finance,Jaipur,10,1363807,74,43.5,4,4.7,14.2,22.9,260.79,5,2020-06-10
1149,43,Male,Operations,Mumbai,21,789631,83,39.9,6,6.2,1.5,26.0,176.4,10,2022-07-20
1150,36,Male,Sales,Jaipur,14,1556903,60,39.5,2,4.7,18.7,25.3,481.06,25,2024-05-01
1151,40,Female,Sales,Hyderabad,18,1032477,85,40.5,5,6.6,8.0,32.6,123.34,30,2022-04-14
1152,36,Male,HR,Bengaluru,17,638576,83,44.7,4,8.2,9.7,27.9,140.18,15,2022-11-24
1153,27,Male,HR,Kolkata,4,802709,80,42.7,8,5.6,6.7,20.0,377.64,20,2020-09-04
1154,38,Other,IT,Pune,15,507606,75,43.3,3,6.9,2.7,26.8,189.12,10,2021-04-18
1155,39,Male,Operations,Kolkata,17,640124,64,51.6,6,9.0,3.6,22.1,79.83,5,2020-03-30
1156,27,Male,Marketing,Chennai,8,1014791,90,42.3,5,5.6,11.9,23.3,156.47,30,2024-09-27
1157,31,Male,Sales,Chennai,11,894985,83,45.4,6,10.0,6.3,25.3,106.8,15,2020-01-22
1158,28,Female,IT,Kolkata,6,902838,94,45.3,5,7.0,7.0,24.9,248.7,0,2022-05-16
1159,29,Female,Sales,Pune,9,741981,75,39.8,5,6.3,1.0,29.3,126.0,25,2022-01-18
1160,35,Other,IT,Jaipur,14,837614,89,38.2,4,7.2,12.2,15.2,158.86,25,2025-04-02
1161,29,Male,Sales,Mumbai,10,634620,90,38.9,4,6.2,9.5,20.6,52.9,15,2024-10-01
1162,20,Female,Marketing,Mumbai,1,1036023,77,39.2,4,8.0,14.1,31.4,184.11,30,2023-10-29
1163,39,Male,Marketing,Delhi,19,1585076,84,38.3,8,6.2,2.2,23.1,144.71,25,2020-11-22
1164,34,Male,IT,Bengaluru,13,329278,87,41.6,4,6.9,39.1,26.6,149.11,20,2022-12-11
1165,39,Male,Marketing,Mumbai,19,276538,86,40.1,6,8.2,10.1,22.9,169.29,20,2025-05-18
1166,33,Other,IT,Bengaluru,13,1103905,77,40.5,3,5.4,2.7,25.9,176.16,15,2022-04-02
1167,44,Male,Operations,Bengaluru,21,816643,67,40.5,4,7.9,4.4,28.6,173.65,30,2020-03-17
1168,23,Male,IT,Jaipur,2,1544585,61,41.0,7,5.4,6.5,24.3,25.02,30,2025-03-11
1169,28,Male,Sales,Chennai,5,1151459,77,36.1,2,6.3,10.6,28.7,172.75,20,2024-09-13
1170,26,Male,IT,Kolkata,7,1427953,72,50.0,5,4.4,4.2,28.5,130.29,5,2024-01-11
1171,21,Male,Operations,Mumbai,2,1387364,70,40.0,6,6.7,7.2,22.1,234.85,5,2024-07-30
1172,24,Male,Operations,Delhi,3,1683441,68,37.7,7,5.2,1.8,24.1,159.06,15,2020-04-28
1173,28,Female,Sales,Kolkata,7,389588,86,37.2,1,6.1,16.5,27.0,177.17,30,2025-06-06
1174,32,Female,Finance,Hyderabad,11,430636,77,33.9,3,9.1,30.1,24.6,83.29,0,2020-04-13
1175,34,Male,HR,Delhi,12,764796,72,47.2,5,3.3,4.8,24.1,214.35,15,2021-10-22
1176,26,Other,Marketing,Delhi,6,925285,89,41.8,7,5.4,1.7,27.0,201.19,15,2022-02-22
1177,28,Male,Sales,Hyderabad,6,1024746,82,41.5,8,8.8,2.7,30.6,211.4,15,2020-02-04
1178,27,Female,Operations,Mumbai,6,835599,74,29.9,6,7.4,29.8,21.6,153.37,5,2020-04-02
1179,35,Female,Finance,Bengaluru,12,461345,66,48.7,5,7.3,20.8,18.8,142.87,30,2025-02-25
1180,37,Male,Sales,Delhi,17,685945,63,39.7,4,6.0,7.5,33.0,78.0,30,2023-11-16
1181,18,Female,IT,Bengaluru,0,1851504,76,35.3,3,6.2,48.6,23.8,111.06,30,2024-07-14
1182,41,Female,Marketing,Delhi,18,636394,60,40.0,6,9.0,13.1,28.3,140.77,15,2022-01-12
1183,18,Male,IT,Kolkata,0,1510607,59,40.8,1,4.5,1.7,24.5,250.63,20,2024-11-24
1184,25,Male,Sales,Bengaluru,4,1702219,82,39.9,3,5.8,15.1,28.4,205.9,15,2024-09-13
1185,18,Other,Sales,Bengaluru,0,494093,77,40.5,3,5.6,5.6,19.8,140.64,10,2024-05-14
1186,37,Female,Operations,Kolkata,16,477035,82,37.2,3,8.6,3.0,29.3,142.81,20,2025-04-21
1187,18,Female,Sales,Pune,0,1283675,61,50.9,5,8.7,11.9,20.0,127.48,20,2021-07-28
1188,41,Male,Marketing,Jaipur,22,555072,48,38.2,5,8.4,11.7,21.0,63.15,5,2022-08-05
1189,25,Female,Marketing,Hyderabad,2,1548651,74,31.9,9,7.5,3.7,22.1,153.11,20,2020-02-16
1190,46,Male,HR,Kolkata,26,1116222,55,40.7,3,9.6,9.5,28.8,66.0,30,2023-01-10
1191,25,Male,Finance,Pune,2,1519928,73,38.6,3,7.4,1.5,24.3,142.15,15,2024-05-15
1192,39,Female,IT,Bengaluru,19,2074435,85,40.8,8,5.7,1.0,21.7,188.85,15,2021-11-02
1193,22,Female,IT,Bengaluru,3,432754,78,38.0,7,7.7,19.6,26.0,253.55,10,2021-11-05
1194,31,Female,HR,Chennai,10,863003,77,43.5,5,7.2,20.7,27.7,105.33,20,2023-01-05
1195,38,Female,Sales,Pune,17,1261791,100,37.5,2,5.8,16.6,25.7,225.69,20,2023-08-01
1196,18,Male,HR,Delhi,0,1691110,82,43.5,10,5.8,44.9,24.3,167.2,30,2021-04-19
1197,36,Female,Operations,Mumbai,16,1064552,65,31.3,6,6.0,1.5,24.4,177.58,15,2023-12-17
1198,42,Male,IT,Kolkata,20,950895,68,50.4,4,8.9,12.3,21.7,103.84,30,2024-02-17
1199,25,Female,Finance,Kolkata,4,654197,84,47.5,5,5.9,2.3,25.1,176.64,25,2020-06-17
1200,41,Male,Sales,Pune,22,1113785,69,35.7,9,4.8,26.6,16.9,112.97,15,2022-03-02
1201,32,Female,Marketing,Jaipur,13,1109193,71,43.5,3,8.2,4.1,20.7,180.62,5,2024-04-27
1202,46,Female,Operations,Pune,26,549596,67,35.6,3,8.2,7.2,21.9,354.62,0,2020-01-04
1203,37,Male,Operations,Pune,17,366806,81,48.5,7,6.8,1.0,29.8,252.28,15,2025-06-13
1204,27,Female,Finance,Pune,7,1026127,78,50.3,7,6.8,3.8,28.5,78.56,15,2025-02-02
1205,22,Male,Operations,Pune,0,891762,90,45.8,6,4.6,5.3,21.6,294.08,20,2023-07-21
1206,27,Male,IT,Jaipur,5,1268627,86,34.7,7,7.6,18.9,32.2,241.98,5,2024-03-01
1207,35,Female,Operations,Hyderabad,13,592363,66,44.1,1,8.4,3.1,32.5,105.97,10,2025-03-09
1208,27,Male,HR,Bengaluru,4,386186,82,43.3,5,5.0,4.6,23.9,117.76,15,2023-08-25
1209,29,Female,Sales,Chennai,7,1304388,76,40.2,4,7.9,1.1,25.9,87.57,15,2020-12-15
1210,19,Female,Finance,Jaipur,0,771849,57,47.7,6,8.8,21.9,29.4,121.25,30,2020-01-05
1211,38,Male,IT,Mumbai,19,1097659,83,39.3,6,7.9,2.5,25.4,152.73,25,2023-11-16
1212,49,Female,IT,Delhi,26,485459,67,46.0,7,6.5,16.1,27.3,160.82,30,2022-04-02
1213,27,Male,Sales,Delhi,8,310536,78,41.8,5,7.4,5.6,26.8,90.83,20,2021-09-20
1214,35,Male,Sales,Delhi,13,617479,87,29.6,4,5.9,23.6,22.4,197.83,5,2021-09-15
1215,36,Male,IT,Pune,15,841723,84,45.1,7,9.6,36.1,26.9,52.96,25,2023-10-04
1216,18,Female,Marketing,Chennai,0,635798,78,44.5,7,6.5,5.8,26.7,318.3,10,2023-02-26
1217,36,Male,Operations,Bengaluru,16,1054296,68,46.2,3,6.7,5.5,31.5,191.14,15,2024-05-11
1218,39,Male,HR,Bengaluru,19,1500152,74,38.6,7,7.2,10.3,16.3,95.98,25,2024-03-26
1219,42,Male,Sales,Jaipur,23,2277604,74,48.2,6,7.7,32.1,29.8,119.17,25,2021-08-09
1220,26,Female,Sales,Kolkata,6,938708,79,43.1,3,5.7,16.7,20.3,525.2,0,2022-04-30
1221,46,Male,Sales,Bengaluru,27,608324,86,41.3,4,7.4,14.1,25.5,522.77,0,2021-07-14
1222,24,Female,Operations,Pune,4,1369922,72,39.4,4,10.0,6.1,23.1,38.97,30,2024-05-02
1223,28,Female,Operations,Delhi,7,735425,77,36.0,7,7.3,1.8,26.3,371.07,0,2021-03-16
1224,24,Male,Operations,Mumbai,5,952669,82,44.2,6,7.3,13.7,24.4,160.36,5,2023-05-13
1225,35,Male,Sales,Pune,15,551099,78,48.5,7,9.5,2.6,25.9,127.76,30,2021-02-24
1226,39,Female,Marketing,Hyderabad,16,501356,72,43.5,5,10.0,28.7,27.5,74.34,10,2023-03-30
1227,26,Male,IT,Hyderabad,3,1030304,63,35.7,1,6.3,29.7,25.5,46.98,0,2021-05-19
1228,31,Female,Marketing,Chennai,9,774019,79,40.7,6,2.7,1.2,26.1,131.47,30,2022-09-11
1229,43,Male,IT,Delhi,20,678139,84,42.5,4,8.8,9.7,32.4,187.81,0,2020-09-28
1230,37,Female,Marketing,Mumbai,16,1799095,65,43.0,2,5.7,6.7,24.7,172.93,30,2025-05-28
1231,48,Female,Marketing,Kolkata,28,722373,85,46.7,6,5.2,1.0,31.2,178.84,25,2021-01-14
1232,26,Male,Operations,Chennai,5,494066,81,45.3,7,6.5,10.9,19.4,191.43,10,2022-05-22
1233,27,Female,Operations,Pune,8,719292,80,44.3,5,7.9,5.4,23.1,156.77,30,2021-01-12
1234,20,Male,Sales,Chennai,0,688680,80,41.1,5,7.7,18.6,22.1,158.55,0,2024-11-30
1235,54,Female,HR,Hyderabad,34,532389,75,51.0,4,6.3,5.2,24.5,214.85,5,2020-10-19
1236,28,Male,Sales,Hyderabad,9,928588,72,32.1,5,6.7,3.8,23.9,81.9,0,2021-04-12
1237,23,Male,Operations,Pune,0,729322,87,47.5,1,6.2,17.4,25.3,155.54,30,2020-01-16
1238,35,Female,IT,Chennai,12,917480,64,48.1,4,7.6,27.0,24.7,84.43,30,2023-12-29
1239,38,Female,IT,Delhi,15,637122,72,43.4,2,4.7,11.9,26.3,159.78,25,2022-11-10
1240,24,Male,Sales,Chennai,2,1070555,54,31.0,5,7.3,1.2,18.6,361.16,25,2022-06-29
1241,32,Male,Operations,Pune,10,730799,97,40.1,6,5.6,14.4,28.3,77.41,5,2022-11-30
1242,25,Female,HR,Kolkata,2,387146,67,39.3,6,7.5,4.6,23.5,140.79,5,2022-05-06
1243,31,Male,Operations,Chennai,12,650011,71,42.2,5,5.4,22.7,20.8,111.02,30,2024-09-10
1244,18,Female,Operations,Hyderabad,0,621689,75,40.3,3,4.4,3.8,24.0,142.15,0,2024-01-14
1245,30,Male,IT,Chennai,10,525013,81,40.4,6,6.4,2.2,26.1,140.6,30,2021-03-12
1246,33,Male,IT,Delhi,12,668704,80,50.8,3,5.9,3.9,24.0,138.21,25,2023-06-18
1247,26,Female,Finance,Delhi,3,496492,68,42.6,4,7.3,13.8,26.3,379.59,15,2023-05-22
1248,36,Other,HR,Chennai,13,615365,94,42.1,1,8.8,33.3,25.9,125.42,0,2022-05-06
1249,41,Female,IT,Bengaluru,18,982677,82,39.5,6,7.3,14.8,24.8,195.99,15,2020-10-26
1250,35,Male,IT,Chennai,14,1272009,83,37.9,7,7.5,1.0,31.0,109.18,15,2025-02-19
1251,35,Male,Marketing,Hyderabad,14,1152422,58,44.8,3,7.0,11.4,21.9,131.96,15,2021-11-27
1252,37,Female,IT,Mumbai,17,1130221,77,48.2,7,6.5,15.3,25.4,142.83,15,2020-02-19
1253,21,Male,Sales,Delhi,1,968123,87,43.8,7,8.8,8.7,30.1,95.15,15,2021-03-27
1254,35,Female,Operations,Bengaluru,14,1274841,72,43.2,5,8.6,9.3,21.7,62.66,5,2020-10-20
1255,32,Male,Operations,Bengaluru,13,366491,84,46.0,6,6.4,10.1,20.7,272.53,5,2025-02-25
1256,30,Female,IT,Pune,7,571631,74,45.6,1,4.3,25.1,27.9,274.91,30,2020-10-22
