data_version,age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,survey_day,imputation_method
v2.0,32,Female,B.Sc,13.0,Junior,SME,Tier-1,4,1,1,4,144791,50,2023-09-29,No relevant project mentioned,2023,9,29,Iterative
v2.0,32,Female,B.Sc,10.0,Junior,SME,Tier-2,4,1,0,0,110738,44,2023-09-12,Built ML pipeline for preprocessing,2023,9,12,Iterative
v2.0,35,Male,B.Sc,11.0,Junior,Startup,Tier-3,3,2,1,1,131527,44,2024-05-03,No relevant project mentioned,2024,5,3,Iterative
v2.0,30,Male,B.Sc,9.0,Junior,SME,Tier-1,5,1,1,0,110159,45,2023-09-02,Contributed to open-source NLP repo,2023,9,2,Iterative
v2.0,39,Male,B.Sc,18.0,Mid,Enterprise,Tier-2,3,4,1,0,211922,57,2023-04-09,No relevant project mentioned,2023,4,9,Iterative
v2.0,28,Male,B.Sc+Cert,7.0,Mid,SME,Tier-2,3,1,0,3,103459,52,2024-07-24,Built ML pipeline for preprocessing,2024,7,24,Iterative
v2.0,46,Male,M.Eng,19.0,Mid,SME,Tier-3,5,3,0,2,237357,58,2023-03-14,Built ML pipeline for preprocessing,2023,3,14,Iterative
v2.0,34,Male,M.Sc,12.0,Junior,Startup,Tier-1,5,2,1,1,164659,49,2024-09-15,Contributed to open-source NLP repo,2024,9,15,Iterative
v2.0,25,Male,B.Sc,1.0,Mid,Enterprise,Tier-2,5,0,0,0,59399,44,2024-11-07,Experience in data cleaning and ETL,2024,11,7,Iterative
v2.0,24,Female,B.Sc,0.0,Mid,SME,Remote,4,3,0,1,52628,69,2023-10-15,No relevant project mentioned,2023,10,15,Iterative
v2.0,33,Male,B.Sc,9.0,Mid,SME,Remote,4,0,1,1,130793,69,2023-07-30,Contributed to open-source NLP repo,2023,7,30,Iterative
v2.0,29,Male,M.Sc,3.0,Junior,Startup,Tier-2,6,1,1,4,61474,56,2024-06-17,No relevant project mentioned,2024,6,17,Iterative
v2.0,34,Female,B.Sc+Cert,10.0,Mid,Enterprise,Remote,10,1,0,7,168428,65,2023-03-24,No relevant project mentioned,2023,3,24,Iterative
v2.0,33,Female,B.Sc,9.0,Junior,SME,Tier-2,5,1,0,0,109725,49,2023-08-30,Built ML pipeline for preprocessing,2023,8,30,Iterative
v2.0,30,Female,B.Sc,7.0,Mid,SME,Tier-2,1,0,1,1,99675,51,2023-01-12,Built ML pipeline for preprocessing,2023,1,12,Iterative
v2.0,25,Other,B.Sc,4.0,Mid,SME,Tier-2,7,0,1,1,79968,60,2024-05-31,Contributed to open-source NLP repo,2024,5,31,Iterative
v2.0,21,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,5,2,0,0,47723,72,2023-04-26,Worked on microservices deployment,2023,4,26,Iterative
v2.0,27,Female,B.Sc,6.0,Mid,Startup,Tier-2,6,1,0,0,83185,36,2023-12-13,Contributed to open-source NLP repo,2023,12,13,Iterative
v2.0,35,Male,M.Sc,10.0,Junior,Enterprise,Tier-2,4,1,1,5,124235,55,2023-01-20,No relevant project mentioned,2023,1,20,Iterative
v2.0,31,Male,M.Sc,8.0,Junior,SME,Tier-3,7,2,0,4,106313,65,2024-12-01,Worked on microservices deployment,2024,12,1,Iterative
v2.0,23,Male,B.Sc,0.0,Junior,SME,Tier-3,5,1,0,0,25973,44,2023-05-16,Worked on microservices deployment,2023,5,16,Iterative
v2.0,31,Male,B.Sc,9.0,Senior,SME,Tier-2,2,0,0,1,109843,63,2024-03-21,Experience in data cleaning and ETL,2024,3,21,Iterative
v2.0,32,Male,B.Sc,10.0,Mid,Enterprise,Tier-1,1,0,0,1,162581,48,2024-03-13,Built ML pipeline for preprocessing,2024,3,13,Iterative
v2.0,25,Male,B.Sc,3.0,Lead,SME,Tier-1,5,0,0,0,108533,55,2024-07-23,Built ML pipeline for preprocessing,2024,7,23,Iterative
v2.0,31,Female,B.Sc,8.0,Mid,Enterprise,Tier-1,3,2,1,2,144248,60,2023-06-22,Contributed to open-source NLP repo,2023,6,22,Iterative
v2.0,30,Male,B.Sc,4.0,Mid,Startup,Tier-2,6,2,0,2,77515,70,2024-12-05,Worked on microservices deployment,2024,12,5,Iterative
v2.0,23,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,2,1,1,1,61418,51,2024-05-31,Built ML pipeline for preprocessing,2024,5,31,Iterative
v2.0,32,Female,B.Sc,13.0,Junior,Startup,Tier-2,4,1,1,5,155512,42,2023-06-08,No relevant project mentioned,2023,6,8,Iterative
v2.0,33,Male,M.Eng,11.0,Junior,SME,Tier-1,8,1,1,2,151933,78,2024-02-09,Experience in data cleaning and ETL,2024,2,9,Iterative
v2.0,36,Male,B.Sc,13.0,Junior,SME,Tier-3,5,1,0,1,142070,59,2024-05-26,Built ML pipeline for preprocessing,2024,5,26,Iterative
v2.0,36,Male,B.Sc,11.0,Mid,SME,Remote,3,1,1,1,115085,68,2024-10-13,Built ML pipeline for preprocessing,2024,10,13,Iterative
v2.0,22,Male,B.Sc,-0.05,Junior,SME,Tier-2,3,2,1,0,41536,55,2023-01-04,No relevant project mentioned,2023,1,4,Iterative
v2.0,24,Male,B.Sc,1.0,Junior,SME,Tier-1,5,1,0,2,53757,52,2024-08-09,No relevant project mentioned,2024,8,9,Iterative
v2.0,33,Female,B.Sc+Cert,13.0,Junior,Startup,Tier-2,5,1,0,2,143334,76,2023-04-14,Experience in data cleaning and ETL,2023,4,14,Iterative
v2.0,33,Male,B.Sc+Cert,9.0,Mid,SME,Tier-1,5,2,0,5,148725,61,2024-01-08,No relevant project mentioned,2024,1,8,Iterative
v2.0,33,Male,B.Sc,12.0,Mid,Startup,Tier-1,6,1,0,5,161056,72,2024-10-10,Built ML pipeline for preprocessing,2024,10,10,Iterative
v2.0,53,Female,M.Sc,29.0,Senior,SME,Tier-1,2,0,0,4,295552,59,2023-10-09,Worked on microservices deployment,2023,10,9,Iterative
v2.0,33,Female,B.Sc,12.0,Junior,Startup,Tier-1,5,1,0,2,149398,59,2023-10-10,Built ML pipeline for preprocessing,2023,10,10,Iterative
v2.0,37,Male,PhD,15.0,Junior,Startup,Tier-1,8,1,0,3,162534,58,2024-04-21,Built ML pipeline for preprocessing,2024,4,21,Iterative
v2.0,36,Male,B.Sc,13.0,Mid,Startup,Tier-1,6,0,0,4,128848,42,2023-08-23,Worked on microservices deployment,2023,8,23,Iterative
v2.0,34,Male,PhD,9.0,Senior,SME,Tier-1,8,1,1,0,182535,64,2024-12-02,Built ML pipeline for preprocessing,2024,12,2,Iterative
v2.0,28,Male,M.Sc,5.0,Junior,Enterprise,Tier-2,2,0,1,1,93707,75,2023-06-27,Built ML pipeline for preprocessing,2023,6,27,Iterative
v2.0,35,Male,B.Sc,11.0,Mid,Enterprise,Remote,5,1,1,0,151707,57,2023-12-04,Experience in data cleaning and ETL,2023,12,4,Iterative
v2.0,25,Male,B.Sc,1.0,Mid,Startup,Remote,8,0,0,2,53932,69,2024-05-16,Built ML pipeline for preprocessing,2024,5,16,Iterative
v2.0,29,Female,PhD,5.0,Junior,SME,Tier-1,4,0,0,4,93974,44,2023-08-10,Experience in data cleaning and ETL,2023,8,10,Iterative
v2.0,27,Male,B.Sc+Cert,8.0,Junior,SME,Tier-2,2,1,1,0,108626,44,2024-03-31,Built ML pipeline for preprocessing,2024,3,31,Iterative
v2.0,30,Male,B.Sc,10.0,Junior,SME,Remote,4,1,1,3,114817,55,2024-12-26,No relevant project mentioned,2024,12,26,Iterative
v2.0,44,Male,M.Sc,24.0,Senior,SME,Tier-1,2,0,0,1,319998,68,2024-12-25,Built ML pipeline for preprocessing,2024,12,25,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,Startup,Tier-3,2,1,0,5,29704,59,2023-12-25,Worked on microservices deployment,2023,12,25,Iterative
v2.0,34,Male,B.Sc,10.0,Mid,SME,Tier-2,4,1,1,2,139782,59,2024-02-14,Contributed to open-source NLP repo,2024,2,14,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,SME,Remote,4,1,0,7,41240,59,2024-08-27,Built ML pipeline for preprocessing,2024,8,27,Iterative
v2.0,27,Female,B.Sc,6.0,Mid,Startup,Remote,4,1,0,2,84362,53,2024-07-11,Built ML pipeline for preprocessing,2024,7,11,Iterative
v2.0,37,Male,M.Eng,17.0,Mid,SME,Tier-2,10,3,0,6,198958,58,2024-04-06,No relevant project mentioned,2024,4,6,Iterative
v2.0,30,Male,B.Sc,7.31,Junior,SME,Tier-2,6,0,1,1,105764,64,2023-07-10,Contributed to open-source NLP repo,2023,7,10,Iterative
v2.0,24,Male,M.Eng,1.0,Junior,Startup,Tier-1,7,1,0,2,63459,48,2023-05-25,Experience in data cleaning and ETL,2023,5,25,Iterative
v2.0,26,Male,B.Sc,0.0,Junior,SME,Tier-1,5,1,1,0,39981,71,2023-12-10,Experience in data cleaning and ETL,2023,12,10,Iterative
v2.0,34,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,9,2,0,3,107003,70,2024-09-07,No relevant project mentioned,2024,9,7,Iterative
v2.0,26,Male,B.Sc,4.0,Junior,Enterprise,Tier-1,6,1,0,7,79894,46,2024-07-29,Experience in data cleaning and ETL,2024,7,29,Iterative
v2.0,31,Male,B.Sc,7.0,Mid,SME,Tier-1,6,0,0,4,97275,63,2023-06-06,Worked on microservices deployment,2023,6,6,Iterative
v2.0,30,Male,B.Sc,5.0,Junior,SME,Tier-1,4,0,0,2,83074,53,2023-11-04,Worked on microservices deployment,2023,11,4,Iterative
v2.0,26,Female,B.Sc,3.0,Senior,SME,Remote,6,0,1,1,89337,73,2023-05-08,Built ML pipeline for preprocessing,2023,5,8,Iterative
v2.0,43,Other,M.Sc,21.0,Junior,SME,Tier-1,3,0,1,1,229589,73,2023-01-24,Built ML pipeline for preprocessing,2023,1,24,Iterative
v2.0,34,Female,B.Sc,11.0,Junior,Startup,Tier-1,9,2,0,2,141062,54,2023-05-05,No relevant project mentioned,2023,5,5,Iterative
v2.0,20,Female,B.Sc,0.0,Senior,SME,Tier-2,4,3,0,1,65467,43,2023-06-24,No relevant project mentioned,2023,6,24,Iterative
v2.0,31,Male,B.Sc,7.0,Mid,SME,Tier-2,7,0,0,2,113050,76,2023-04-11,Built ML pipeline for preprocessing,2023,4,11,Iterative
v2.0,26,Female,B.Sc+Cert,1.0,Lead,SME,Tier-1,3,2,1,5,96332,54,2023-02-20,Built ML pipeline for preprocessing,2023,2,20,Iterative
v2.0,35,Male,B.Sc+Cert,14.0,Junior,Enterprise,Remote,10,1,0,6,195742,75,2023-09-15,Worked on microservices deployment,2023,9,15,Iterative
v2.0,25,Female,B.Sc,3.0,Junior,Enterprise,Tier-2,5,1,0,1,61597,58,2024-10-22,Built ML pipeline for preprocessing,2024,10,22,Iterative
v2.0,29,Other,B.Sc,11.0,Mid,Startup,Tier-2,7,1,0,2,128066,59,2023-06-17,Built ML pipeline for preprocessing,2023,6,17,Iterative
v2.0,33,Female,B.Sc,12.0,Senior,Startup,Tier-1,7,0,0,2,152865,59,2023-04-15,Built ML pipeline for preprocessing,2023,4,15,Iterative
v2.0,35,Other,B.Sc+Cert,15.0,Junior,Startup,Tier-2,4,0,0,3,156923,59,2024-08-03,Built ML pipeline for preprocessing,2024,8,3,Iterative
v2.0,23,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,5,2,0,0,47552,52,2023-02-04,Built ML pipeline for preprocessing,2023,2,4,Iterative
v2.0,28,Male,B.Sc,5.35,Mid,Enterprise,Tier-1,5,2,0,4,64729,64,2024-03-03,Worked on microservices deployment,2024,3,3,Iterative
v2.0,27,Male,B.Sc,4.4,Senior,Enterprise,Tier-1,8,1,1,1,128977,69,2024-11-05,Built ML pipeline for preprocessing,2024,11,5,Iterative
v2.0,26,Male,B.Sc,3.0,Mid,SME,Tier-1,7,0,1,2,68421,74,2023-12-05,Built ML pipeline for preprocessing,2023,12,5,Iterative
v2.0,41,Male,B.Sc,18.0,Junior,Enterprise,Remote,7,2,0,4,167476,49,2024-12-20,No relevant project mentioned,2024,12,20,Iterative
v2.0,32,Male,M.Sc,9.0,Senior,SME,Tier-1,3,1,0,7,141825,55,2023-06-02,No relevant project mentioned,2023,6,2,Iterative
v2.0,22,Other,B.Sc,0.0,Senior,Enterprise,Remote,4,0,1,4,67311,51,2024-05-20,Experience in data cleaning and ETL,2024,5,20,Iterative
v2.0,36,Male,M.Sc,13.0,Mid,Enterprise,Tier-1,3,3,1,0,188224,66,2023-03-21,Built ML pipeline for preprocessing,2023,3,21,Iterative
v2.0,43,Female,B.Sc,22.0,Junior,SME,Tier-2,5,0,0,1,206181,58,2023-01-31,Worked on microservices deployment,2023,1,31,Iterative
v2.0,36,Female,B.Sc,11.0,Junior,SME,Tier-2,6,1,0,0,135209,62,2023-08-13,Built ML pipeline for preprocessing,2023,8,13,Iterative
v2.0,21,Female,B.Sc+Cert,0.0,Mid,Enterprise,Tier-1,5,1,1,6,70063,64,2023-07-28,Built ML pipeline for preprocessing,2023,7,28,Iterative
v2.0,27,Female,B.Sc,3.0,Junior,SME,Tier-2,7,2,0,1,60985,59,2023-06-29,Built ML pipeline for preprocessing,2023,6,29,Iterative
v2.0,38,Male,M.Eng,13.0,Mid,Startup,Tier-1,1,0,0,6,166735,55,2024-02-23,Built ML pipeline for preprocessing,2024,2,23,Iterative
v2.0,26,Female,B.Sc,0.0,Junior,Startup,Tier-1,2,2,1,6,31707,59,2024-05-11,No relevant project mentioned,2024,5,11,Iterative
v2.0,33,Female,B.Sc,11.0,Mid,SME,Tier-3,6,0,0,2,140772,50,2023-11-01,Built ML pipeline for preprocessing,2023,11,1,Iterative
v2.0,35,Male,B.Sc+Cert,14.0,Junior,SME,Tier-1,4,1,1,0,139423,63,2024-10-17,Built ML pipeline for preprocessing,2024,10,17,Iterative
v2.0,24,Male,B.Sc,0.0,Mid,Startup,Tier-2,9,0,1,0,45863,54,2023-11-10,Contributed to open-source NLP repo,2023,11,10,Iterative
v2.0,30,Female,B.Sc+Cert,6.0,Mid,Startup,Tier-1,5,0,0,4,100391,50,2023-11-30,Built ML pipeline for preprocessing,2023,11,30,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,SME,Tier-1,5,1,1,4,61527,45,2023-03-05,Built ML pipeline for preprocessing,2023,3,5,Iterative
v2.0,24,Male,B.Sc+Cert,0.0,Mid,SME,Tier-2,2,1,0,6,39743,52,2023-11-04,Built ML pipeline for preprocessing,2023,11,4,Iterative
v2.0,28,Male,B.Sc,4.0,Junior,Startup,Tier-2,5,0,1,0,63212,52,2023-02-09,Experience in data cleaning and ETL,2023,2,9,Iterative
v2.0,23,Male,B.Sc,0.0,Mid,Startup,Tier-1,5,2,1,3,45938,61,2023-08-31,Contributed to open-source NLP repo,2023,8,31,Iterative
v2.0,40,Male,M.Sc,20.0,Senior,Startup,Tier-2,5,1,0,2,215558,57,2023-12-27,Contributed to open-source NLP repo,2023,12,27,Iterative
v2.0,21,Female,B.Sc+Cert,0.0,Mid,Startup,Tier-1,5,1,0,1,45663,63,2023-09-02,Built ML pipeline for preprocessing,2023,9,2,Iterative
v2.0,27,Male,B.Sc+Cert,7.0,Senior,Enterprise,Remote,5,3,0,2,155293,39,2024-08-31,Worked on microservices deployment,2024,8,31,Iterative
v2.0,31,Male,M.Eng,10.0,Mid,Startup,Tier-1,9,5,1,2,159517,58,2023-05-25,Built ML pipeline for preprocessing,2023,5,25,Iterative
v2.0,39,Male,B.Sc,20.0,Senior,Enterprise,Tier-1,3,0,0,1,241483,62,2024-07-21,Worked on microservices deployment,2024,7,21,Iterative
v2.0,21,Male,B.Sc,-0.73,Junior,SME,Tier-3,5,0,0,2,23910,45,2023-01-30,No relevant project mentioned,2023,1,30,Iterative
v2.0,37,Female,B.Sc,15.0,Mid,Enterprise,Tier-1,3,3,1,2,180324,60,2024-09-11,Built ML pipeline for preprocessing,2024,9,11,Iterative
v2.0,30,Male,B.Sc,6.0,Mid,Startup,Tier-1,3,1,0,2,88279,64,2024-12-26,Experience in data cleaning and ETL,2024,12,26,Iterative
v2.0,24,Male,B.Sc,0.0,Junior,Startup,Tier-1,4,3,0,1,39055,68,2024-03-03,Experience in data cleaning and ETL,2024,3,3,Iterative
v2.0,33,Male,B.Sc,13.0,Mid,Startup,Remote,3,0,1,1,165297,59,2024-01-17,No relevant project mentioned,2024,1,17,Iterative
v2.0,31,Male,B.Sc,7.0,Junior,Startup,Remote,5,0,1,6,90416,74,2024-03-28,Experience in data cleaning and ETL,2024,3,28,Iterative
v2.0,26,Female,B.Sc,4.0,Mid,SME,Tier-3,2,0,0,5,57305,59,2024-09-07,Experience in data cleaning and ETL,2024,9,7,Iterative
v2.0,30,Female,M.Sc,6.0,Mid,Startup,Tier-2,4,1,0,4,111171,65,2023-06-30,No relevant project mentioned,2023,6,30,Iterative
v2.0,28,Male,B.Sc,6.0,Mid,Startup,Tier-2,7,1,1,0,97448,53,2024-05-12,Built ML pipeline for preprocessing,2024,5,12,Iterative
v2.0,31,Male,B.Sc,9.0,Lead,Enterprise,Tier-2,1,1,0,0,159293,74,2024-09-30,Experience in data cleaning and ETL,2024,9,30,Iterative
v2.0,34,Male,B.Sc,13.0,Mid,SME,Tier-1,6,2,0,2,156135,67,2023-07-17,No relevant project mentioned,2023,7,17,Iterative
v2.0,40,Male,M.Sc,16.0,Mid,Startup,Remote,4,0,0,0,186218,67,2023-12-09,Worked on microservices deployment,2023,12,9,Iterative
v2.0,23,Male,B.Sc,0.0,Junior,Startup,Tier-1,5,1,0,2,45481,58,2023-02-02,Built ML pipeline for preprocessing,2023,2,2,Iterative
v2.0,43,Male,M.Sc,22.0,Senior,Startup,Tier-1,2,1,0,0,215934,69,2023-11-30,Contributed to open-source NLP repo,2023,11,30,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,Enterprise,Remote,10,0,1,1,66064,62,2023-08-22,Contributed to open-source NLP repo,2023,8,22,Iterative
v2.0,29,Male,B.Sc,6.39,Mid,Enterprise,Tier-3,4,1,0,5,79075,52,2024-07-01,Built ML pipeline for preprocessing,2024,7,1,Iterative
v2.0,34,Female,B.Sc,11.0,Junior,Enterprise,Tier-1,6,1,1,5,145591,45,2024-06-13,Built ML pipeline for preprocessing,2024,6,13,Iterative
v2.0,32,Other,B.Sc,7.0,Mid,Enterprise,Tier-1,7,2,0,7,126851,49,2024-03-03,Worked on microservices deployment,2024,3,3,Iterative
v2.0,26,Male,B.Sc,2.0,Junior,SME,Tier-2,3,0,0,6,42643,80,2023-09-23,Built ML pipeline for preprocessing,2023,9,23,Iterative
v2.0,29,Female,B.Sc,7.0,Mid,Startup,Tier-2,3,0,0,3,89030,64,2023-10-22,Contributed to open-source NLP repo,2023,10,22,Iterative
v2.0,27,Male,B.Sc,1.0,Senior,SME,Tier-2,9,1,1,1,71946,46,2024-03-15,No relevant project mentioned,2024,3,15,Iterative
v2.0,26,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-1,7,3,0,0,109767,55,2024-07-14,No relevant project mentioned,2024,7,14,Iterative
v2.0,35,Female,B.Sc,7.0,Mid,Enterprise,Remote,6,1,0,2,123171,74,2024-07-23,Built ML pipeline for preprocessing,2024,7,23,Iterative
v2.0,32,Female,B.Sc,9.0,Mid,SME,Tier-1,10,0,1,0,143981,63,2023-11-28,Built ML pipeline for preprocessing,2023,11,28,Iterative
v2.0,26,Female,B.Sc,1.0,Mid,SME,Tier-2,7,2,1,5,61609,68,2023-05-31,Built ML pipeline for preprocessing,2023,5,31,Iterative
v2.0,35,Male,B.Sc,10.0,Mid,Enterprise,Tier-2,3,1,0,2,125314,62,2024-10-08,Built ML pipeline for preprocessing,2024,10,8,Iterative
v2.0,32,Male,B.Sc,8.0,Mid,Startup,Tier-1,9,1,0,3,126360,65,2023-10-28,Contributed to open-source NLP repo,2023,10,28,Iterative
v2.0,35,Female,B.Sc+Cert,15.0,Junior,Enterprise,Tier-1,2,0,1,3,181936,68,2023-12-11,Experience in data cleaning and ETL,2023,12,11,Iterative
v2.0,34,Male,B.Sc,8.0,Junior,Startup,Remote,8,2,1,1,104171,67,2023-11-07,Built ML pipeline for preprocessing,2023,11,7,Iterative
v2.0,25,Male,M.Sc,2.0,Mid,SME,Remote,3,3,1,3,75387,64,2024-09-27,Worked on microservices deployment,2024,9,27,Iterative
v2.0,27,Male,B.Sc,8.0,Mid,Startup,Tier-1,3,2,0,2,113346,57,2023-07-02,Contributed to open-source NLP repo,2023,7,2,Iterative
v2.0,34,Male,PhD,8.0,Junior,SME,Remote,5,1,0,3,130419,75,2024-12-17,No relevant project mentioned,2024,12,17,Iterative
v2.0,34,Male,B.Sc,13.0,Mid,SME,Tier-1,3,0,1,4,168277,49,2023-05-27,Built ML pipeline for preprocessing,2023,5,27,Iterative
v2.0,30,Male,B.Sc,7.4,Junior,SME,Tier-2,5,1,0,1,86379,59,2024-09-12,Worked on microservices deployment,2024,9,12,Iterative
v2.0,31,Female,B.Sc,9.0,Junior,Enterprise,Tier-1,6,0,1,6,120812,60,2023-05-30,Built ML pipeline for preprocessing,2023,5,30,Iterative
v2.0,38,Male,M.Sc,19.0,Mid,SME,Remote,7,1,1,1,225922,64,2023-09-24,Contributed to open-source NLP repo,2023,9,24,Iterative
v2.0,26,Male,B.Sc,3.0,Mid,Enterprise,Tier-1,7,1,0,5,82871,57,2024-05-04,Built ML pipeline for preprocessing,2024,5,4,Iterative
v2.0,33,Male,B.Sc,11.0,Mid,Startup,Tier-2,6,1,0,2,128719,45,2023-05-11,Experience in data cleaning and ETL,2023,5,11,Iterative
v2.0,29,Male,B.Sc+Cert,8.0,Mid,Enterprise,Tier-3,3,2,0,0,126065,81,2023-05-27,No relevant project mentioned,2023,5,27,Iterative
v2.0,29,Male,B.Sc+Cert,6.0,Lead,Startup,Tier-1,7,0,0,6,114153,53,2024-08-25,Contributed to open-source NLP repo,2024,8,25,Iterative
v2.0,37,Male,B.Sc+Cert,11.0,Mid,Startup,Tier-2,3,1,0,7,119522,59,2024-01-10,Built ML pipeline for preprocessing,2024,1,10,Iterative
v2.0,35,Female,M.Sc,11.0,Junior,Startup,Tier-1,5,1,1,2,145655,71,2024-04-29,Experience in data cleaning and ETL,2024,4,29,Iterative
v2.0,35,Male,B.Sc,11.0,Mid,SME,Tier-2,5,2,0,4,134213,34,2024-05-18,Built ML pipeline for preprocessing,2024,5,18,Iterative
v2.0,38,Female,B.Sc,14.0,Junior,Enterprise,Tier-1,1,1,0,6,176501,59,2024-05-18,No relevant project mentioned,2024,5,18,Iterative
v2.0,30,Male,B.Sc,5.0,Senior,Startup,Tier-2,1,1,0,0,86894,58,2023-08-07,Contributed to open-source NLP repo,2023,8,7,Iterative
v2.0,34,Male,B.Sc,5.0,Junior,SME,Remote,4,1,0,6,83054,59,2024-05-09,Built ML pipeline for preprocessing,2024,5,9,Iterative
v2.0,28,Male,M.Sc,4.0,Mid,Enterprise,Tier-1,4,2,0,2,121955,49,2024-06-29,Built ML pipeline for preprocessing,2024,6,29,Iterative
v2.0,32,Male,B.Sc,10.0,Junior,SME,Tier-1,4,1,1,4,110641,54,2023-01-11,No relevant project mentioned,2023,1,11,Iterative
v2.0,29,Female,B.Sc,3.0,Senior,Enterprise,Tier-2,3,2,1,2,82852,67,2023-09-18,Built ML pipeline for preprocessing,2023,9,18,Iterative
v2.0,31,Male,M.Sc,6.0,Junior,Startup,Tier-3,9,0,0,2,90881,53,2023-03-12,No relevant project mentioned,2023,3,12,Iterative
v2.0,34,Male,M.Eng,17.0,Lead,Enterprise,Remote,2,2,0,5,247544,53,2023-06-13,Worked on microservices deployment,2023,6,13,Iterative
v2.0,25,Female,B.Sc,3.0,Junior,Startup,Tier-1,11,1,0,2,66811,70,2023-09-18,Experience in data cleaning and ETL,2023,9,18,Iterative
v2.0,43,Female,B.Sc,19.42,Junior,Enterprise,Tier-1,4,2,0,2,256550,59,2024-11-26,Built ML pipeline for preprocessing,2024,11,26,Iterative
v2.0,24,Female,B.Sc,0.0,Junior,SME,Tier-3,6,1,0,2,29149,57,2024-10-06,Built ML pipeline for preprocessing,2024,10,6,Iterative
v2.0,23,Male,B.Sc,0.0,Senior,SME,Tier-3,3,2,1,2,51411,68,2024-02-15,Contributed to open-source NLP repo,2024,2,15,Iterative
v2.0,37,Female,B.Sc,12.0,Senior,Startup,Tier-2,4,2,1,1,151920,54,2024-02-20,Worked on microservices deployment,2024,2,20,Iterative
v2.0,35,Male,M.Sc,14.0,Junior,Startup,Tier-1,3,1,1,0,154516,68,2023-12-11,Worked on microservices deployment,2023,12,11,Iterative
v2.0,34,Male,M.Sc,12.0,Junior,Startup,Tier-1,2,1,1,1,138738,58,2023-08-22,Contributed to open-source NLP repo,2023,8,22,Iterative
v2.0,34,Male,M.Sc,12.0,Mid,SME,Tier-1,5,3,0,1,168190,40,2023-01-15,Contributed to open-source NLP repo,2023,1,15,Iterative
v2.0,30,Male,B.Sc,7.0,Junior,Startup,Remote,2,2,0,1,90127,69,2024-09-08,Built ML pipeline for preprocessing,2024,9,8,Iterative
v2.0,25,Male,M.Eng,3.0,Junior,Enterprise,Tier-1,5,1,0,2,94410,60,2023-12-20,Built ML pipeline for preprocessing,2023,12,20,Iterative
v2.0,30,Male,B.Sc,9.0,Junior,Startup,Tier-2,7,1,1,2,108822,59,2024-04-27,Built ML pipeline for preprocessing,2024,4,27,Iterative
v2.0,26,Female,B.Sc,4.0,Junior,Enterprise,Tier-2,5,2,0,0,76876,62,2024-03-13,Experience in data cleaning and ETL,2024,3,13,Iterative
v2.0,36,Male,M.Eng,13.0,Junior,Startup,Tier-1,5,1,1,0,150599,70,2023-01-20,Built ML pipeline for preprocessing,2023,1,20,Iterative
v2.0,29,Male,B.Sc,9.0,Junior,Startup,Tier-1,3,0,0,3,100019,56,2024-04-16,Contributed to open-source NLP repo,2024,4,16,Iterative
v2.0,25,Male,B.Sc,4.0,Mid,Enterprise,Tier-2,7,1,1,2,99636,69,2023-06-11,Worked on microservices deployment,2023,6,11,Iterative
v2.0,28,Female,B.Sc+Cert,4.0,Senior,Enterprise,Tier-1,6,2,0,1,113236,69,2024-09-30,Contributed to open-source NLP repo,2024,9,30,Iterative
v2.0,32,Male,B.Sc,10.0,Junior,SME,Tier-1,5,0,0,0,107540,51,2023-02-03,Built ML pipeline for preprocessing,2023,2,3,Iterative
v2.0,27,Male,M.Sc,2.0,Mid,Startup,Tier-1,5,1,1,1,79620,65,2023-04-25,Worked on microservices deployment,2023,4,25,Iterative
v2.0,25,Female,B.Sc,3.0,Junior,SME,Tier-3,6,1,0,4,56910,65,2024-03-05,Worked on microservices deployment,2024,3,5,Iterative
v2.0,31,Female,M.Sc,8.0,Mid,SME,Remote,4,0,1,2,142731,66,2023-01-21,Contributed to open-source NLP repo,2023,1,21,Iterative
v2.0,31,Male,B.Sc,8.0,Junior,SME,Tier-2,5,0,0,0,95757,83,2023-06-16,Worked on microservices deployment,2023,6,16,Iterative
v2.0,27,Male,B.Sc,4.0,Mid,SME,Tier-3,3,0,1,1,66525,52,2023-10-23,Built ML pipeline for preprocessing,2023,10,23,Iterative
v2.0,27,Female,M.Sc,9.0,Junior,SME,Tier-2,4,1,0,7,105666,49,2023-06-21,Worked on microservices deployment,2023,6,21,Iterative
v2.0,31,Male,B.Sc,3.0,Senior,Startup,Tier-2,5,1,0,2,69959,54,2023-06-13,Built ML pipeline for preprocessing,2023,6,13,Iterative
v2.0,21,Male,B.Sc,0.0,Junior,Enterprise,Remote,3,1,1,1,39706,53,2023-08-05,Contributed to open-source NLP repo,2023,8,5,Iterative
