age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded
32.0,Male,M.Sc,10.0,Junior,Enterprise,Tier-1,6.0,0.0,0.0,0.0,154266.0,65.0,2024-11-04,Contributed to open-source NLP repo,2024.0,11.0,0.0
26.0,Male,M.Sc,1.0,Junior,Startup,Tier-2,5.0,0.0,1.0,1.0,51174.0,50.0,2024-04-14,Built ML pipeline for preprocessing,2024.0,4.0,0.0
41.0,Female,B.Sc,19.0,Senior,Enterprise,Tier-2,5.0,1.0,0.0,2.0,199298.0,76.0,2024-11-06,Experience in data cleaning and ETL,2024.0,11.0,2.0
33.0,Female,B.Sc,8.0,Senior,Enterprise,Tier-2,5.0,2.0,1.0,2.2,126726.0,64.0,2023-01-15,Worked on microservices deployment,2023.0,1.0,2.0
23.0,Male,M.Sc,0.0,Mid,Enterprise,Tier-2,4.0,0.0,1.0,3.0,72002.0,58.0,2024-07-02,No relevant project mentioned,2024.0,7.0,1.0
34.0,Male,B.Sc,9.0,Mid,SME,Tier-2,3.2,1.0,1.0,4.0,110156.0,69.0,2023-05-18,Contributed to open-source NLP repo,2023.0,5.0,1.0
24.0,Male,M.Eng,3.0,Senior,Startup,Tier-3,2.0,0.0,1.0,1.0,70835.0,56.0,2023-09-22,No relevant project mentioned,2023.0,9.0,2.0
35.0,Male,M.Sc,12.0,Junior,SME,Tier-3,5.0,0.0,1.0,0.0,125763.0,62.0,2024-07-11,Built ML pipeline for preprocessing,2024.0,7.0,0.0
37.0,Female,B.Sc,15.0,Mid,Enterprise,Tier-2,4.0,2.0,1.0,0.0,185031.0,46.0,2024-09-09,Built ML pipeline for preprocessing,2024.0,9.0,1.0
25.0,Male,B.Sc,0.0,Senior,SME,Tier-1,9.0,1.0,0.0,2.0,56139.0,64.0,2023-03-22,Contributed to open-source NLP repo,2023.0,3.0,2.0
36.0,Male,B.Sc,10.4,Mid,SME,Tier-2,2.0,1.0,0.0,4.0,142638.0,59.0,2023-10-30,Worked on microservices deployment,2023.0,10.0,1.0
32.0,Male,M.Sc,8.0,Junior,SME,Tier-3,7.0,1.0,1.0,5.0,106529.0,62.0,2023-10-01,Experience in data cleaning and ETL,2023.0,10.0,0.0
35.0,Male,B.Sc,12.4,Senior,SME,Tier-2,5.2,1.0,1.0,2.0,167026.0,61.0,2023-04-23,Experience in data cleaning and ETL,2023.0,4.0,2.0
41.0,Male,B.Sc,17.0,Junior,Startup,Tier-2,4.0,1.0,0.0,6.0,153838.0,69.0,2024-02-13,Built ML pipeline for preprocessing,2024.0,2.0,0.0
29.0,Male,M.Sc,6.0,Junior,SME,Tier-1,7.0,0.0,0.0,0.0,71711.0,43.0,2024-12-20,Built ML pipeline for preprocessing,2024.0,12.0,0.0
25.0,Female,PhD,2.0,Lead,Enterprise,Tier-2,6.0,0.0,0.0,2.4,131807.0,54.0,2023-12-31,Built ML pipeline for preprocessing,2023.0,12.0,3.0
25.0,Female,B.Sc,2.0,Mid,Startup,Tier-1,5.0,2.0,1.0,0.0,68810.0,65.0,2023-08-29,Built ML pipeline for preprocessing,2023.0,8.0,1.0
25.0,Male,B.Sc,0.0,Senior,Enterprise,Remote,4.0,2.0,0.0,0.0,78770.0,54.0,2023-03-30,Experience in data cleaning and ETL,2023.0,3.0,2.0
30.0,Female,B.Sc,7.0,Senior,SME,Tier-2,3.6,2.0,1.0,6.0,118033.0,69.0,2024-11-25,Built ML pipeline for preprocessing,2024.0,11.0,2.0
32.0,Female,B.Sc,13.0,Junior,SME,Tier-1,4.0,1.0,1.0,4.0,144791.0,50.0,2023-09-29,No relevant project mentioned,2023.0,9.0,0.0
32.0,Female,B.Sc,10.0,Junior,SME,Tier-2,4.0,1.0,0.0,0.0,110738.0,44.0,2023-09-12,Built ML pipeline for preprocessing,2023.0,9.0,0.0
35.0,Male,B.Sc,11.0,Junior,Startup,Tier-3,3.0,2.0,1.0,1.0,131527.0,44.0,2024-05-03,No relevant project mentioned,2024.0,5.0,0.0
30.0,Male,B.Sc,9.0,Junior,SME,Tier-1,5.0,1.0,1.0,0.0,110159.0,45.0,2023-09-02,Contributed to open-source NLP repo,2023.0,9.0,0.0
39.0,Male,B.Sc,18.0,Mid,Enterprise,Tier-2,3.0,4.0,1.0,0.0,211922.0,57.0,2023-04-09,No relevant project mentioned,2023.0,4.0,1.0
28.0,Male,B.Sc+Cert,7.0,Mid,SME,Tier-2,3.0,1.6,0.0,3.0,103459.0,52.0,2024-07-24,Built ML pipeline for preprocessing,2024.0,7.0,1.0
46.0,Male,M.Eng,19.0,Mid,SME,Tier-3,5.0,3.0,0.0,2.0,237357.0,58.0,2023-03-14,Built ML pipeline for preprocessing,2023.0,3.0,1.0
34.0,Male,M.Sc,12.0,Junior,Startup,Tier-1,5.0,2.0,1.0,1.0,164659.0,49.0,2024-09-15,Contributed to open-source NLP repo,2024.0,9.0,0.0
25.0,Male,B.Sc,1.0,Mid,Enterprise,Tier-2,5.0,0.0,0.0,0.0,59399.0,44.0,2024-11-07,Experience in data cleaning and ETL,2024.0,11.0,1.0
24.0,Female,B.Sc,0.0,Mid,SME,Remote,4.0,3.0,0.0,1.0,52628.0,69.0,2023-10-15,No relevant project mentioned,2023.0,10.0,1.0
33.0,Male,B.Sc,9.0,Mid,SME,Remote,4.0,0.0,1.0,1.0,130793.0,69.0,2023-07-30,Contributed to open-source NLP repo,2023.0,7.0,1.0
29.0,Male,M.Sc,3.0,Junior,Startup,Tier-2,6.0,1.0,1.0,4.0,61474.0,56.0,2024-06-17,No relevant project mentioned,2024.0,6.0,0.0
34.0,Female,B.Sc+Cert,10.0,Mid,Enterprise,Remote,10.0,1.0,0.0,7.0,168428.0,65.0,2023-03-24,No relevant project mentioned,2023.0,3.0,1.0
33.0,Female,B.Sc,9.0,Junior,SME,Tier-2,5.6,1.0,0.0,0.0,109725.0,49.0,2023-08-30,Built ML pipeline for preprocessing,2023.0,8.0,0.0
30.0,Female,B.Sc,7.0,Mid,SME,Tier-2,1.0,0.0,1.0,1.0,99675.0,51.0,2023-01-12,Built ML pipeline for preprocessing,2023.0,1.0,1.0
25.0,Other,B.Sc,4.0,Mid,SME,Tier-2,7.0,0.0,1.0,1.0,79968.0,60.0,2024-05-31,Contributed to open-source NLP repo,2024.0,5.0,1.0
21.0,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,6.4,2.0,0.0,0.0,47723.0,72.0,2023-04-26,Worked on microservices deployment,2023.0,4.0,0.0
27.0,Female,B.Sc,6.0,Mid,Startup,Tier-2,6.0,1.0,0.0,0.0,83185.0,36.0,2023-12-13,Contributed to open-source NLP repo,2023.0,12.0,1.0
35.0,Male,M.Sc,10.0,Junior,Enterprise,Tier-2,4.0,1.0,1.0,5.0,124235.0,55.0,2023-01-20,No relevant project mentioned,2023.0,1.0,0.0
31.0,Male,M.Sc,8.0,Junior,SME,Tier-3,7.0,2.0,0.0,4.0,106313.0,65.0,2024-12-01,Worked on microservices deployment,2024.0,12.0,0.0
23.0,Male,B.Sc,0.0,Junior,SME,Tier-3,5.0,1.0,0.0,0.0,25973.0,44.0,2023-05-16,Worked on microservices deployment,2023.0,5.0,0.0
31.0,Male,B.Sc,9.0,Senior,SME,Tier-2,2.0,0.0,0.0,1.0,109843.0,63.0,2024-03-21,Experience in data cleaning and ETL,2024.0,3.0,2.0
32.0,Male,B.Sc,10.0,Mid,Enterprise,Tier-1,1.0,0.0,0.0,1.0,162581.0,48.0,2024-03-13,Built ML pipeline for preprocessing,2024.0,3.0,1.0
25.0,Male,B.Sc,3.0,Lead,SME,Tier-1,2.6,0.0,0.0,0.0,108533.0,55.0,2024-07-23,Built ML pipeline for preprocessing,2024.0,7.0,3.0
31.0,Female,B.Sc,8.0,Mid,Enterprise,Tier-1,3.0,2.0,1.0,2.0,144248.0,60.0,2023-06-22,Contributed to open-source NLP repo,2023.0,6.0,1.0
30.0,Male,B.Sc,4.0,Mid,Startup,Tier-2,6.0,2.0,0.0,2.0,77515.0,70.0,2024-12-05,Worked on microservices deployment,2024.0,12.0,1.0
23.0,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,2.0,1.0,1.0,1.0,61418.0,51.0,2024-05-31,Built ML pipeline for preprocessing,2024.0,5.0,1.0
32.0,Female,B.Sc,13.0,Junior,Startup,Tier-2,4.0,1.0,1.0,5.0,155512.0,42.0,2023-06-08,No relevant project mentioned,2023.0,6.0,0.0
33.0,Male,M.Eng,11.0,Junior,SME,Tier-1,8.0,1.0,1.0,2.0,151933.0,78.0,2024-02-09,Experience in data cleaning and ETL,2024.0,2.0,0.0
36.0,Male,B.Sc,13.0,Junior,SME,Tier-3,5.0,1.0,0.0,1.0,142070.0,59.0,2024-05-26,Built ML pipeline for preprocessing,2024.0,5.0,0.0
36.0,Male,B.Sc,11.0,Mid,SME,Remote,3.0,1.0,1.0,1.0,115085.0,68.0,2024-10-13,Built ML pipeline for preprocessing,2024.0,10.0,1.0
22.0,Male,B.Sc,0.2,Junior,SME,Tier-2,3.0,2.0,1.0,0.0,41536.0,55.0,2023-01-04,No relevant project mentioned,2023.0,1.0,0.0
24.0,Male,B.Sc,1.0,Junior,SME,Tier-1,5.0,1.0,0.0,2.0,53757.0,52.0,2024-08-09,No relevant project mentioned,2024.0,8.0,0.0
33.0,Female,B.Sc+Cert,13.0,Junior,Startup,Tier-2,5.0,0.6,0.0,2.0,143334.0,76.0,2023-04-14,Experience in data cleaning and ETL,2023.0,4.0,0.0
33.0,Male,B.Sc+Cert,9.0,Mid,SME,Tier-1,5.0,2.0,0.0,5.0,148725.0,61.0,2024-01-08,No relevant project mentioned,2024.0,1.0,1.0
33.0,Male,B.Sc,12.0,Mid,Startup,Tier-1,6.0,1.0,0.0,5.0,161056.0,72.0,2024-10-10,Built ML pipeline for preprocessing,2024.0,10.0,1.0
53.0,Female,M.Sc,29.0,Senior,SME,Tier-1,2.0,0.0,0.0,4.0,295552.0,59.0,2023-10-09,Worked on microservices deployment,2023.0,10.0,2.0
33.0,Female,B.Sc,12.0,Junior,Startup,Tier-1,7.8,1.0,0.0,2.0,149398.0,53.4,2023-10-10,Built ML pipeline for preprocessing,2023.0,10.0,0.0
37.0,Male,PhD,15.0,Junior,Startup,Tier-1,8.0,1.0,0.0,3.0,162534.0,58.0,2024-04-21,Built ML pipeline for preprocessing,2024.0,4.0,0.0
36.0,Male,B.Sc,13.0,Mid,Startup,Tier-1,6.0,0.0,0.0,4.0,128848.0,42.0,2023-08-23,Worked on microservices deployment,2023.0,8.0,1.0
34.0,Male,PhD,9.0,Senior,SME,Tier-1,8.0,1.0,1.0,0.0,182535.0,64.0,2024-12-02,Built ML pipeline for preprocessing,2024.0,12.0,2.0
28.0,Male,M.Sc,5.0,Junior,Enterprise,Tier-2,2.0,0.0,1.0,1.0,93707.0,75.0,2023-06-27,Built ML pipeline for preprocessing,2023.0,6.0,0.0
35.0,Male,B.Sc,11.0,Mid,Enterprise,Remote,5.0,1.0,1.0,0.0,151707.0,57.0,2023-12-04,Experience in data cleaning and ETL,2023.0,12.0,1.0
25.0,Male,B.Sc,1.0,Mid,Startup,Remote,8.0,0.0,0.0,0.8,53932.0,69.0,2024-05-16,Built ML pipeline for preprocessing,2024.0,5.0,1.0
29.0,Female,PhD,5.0,Junior,SME,Tier-1,4.0,0.0,0.0,4.0,93974.0,44.0,2023-08-10,Experience in data cleaning and ETL,2023.0,8.0,0.0
27.0,Male,B.Sc+Cert,8.0,Junior,SME,Tier-2,2.0,1.0,1.0,0.0,108626.0,44.0,2024-03-31,Built ML pipeline for preprocessing,2024.0,3.0,0.0
30.0,Male,B.Sc,10.0,Junior,SME,Remote,4.0,1.0,1.0,3.0,114817.0,55.0,2024-12-26,No relevant project mentioned,2024.0,12.0,0.0
44.0,Male,M.Sc,24.0,Senior,SME,Tier-1,2.0,0.0,0.0,1.0,319998.0,68.0,2024-12-25,Built ML pipeline for preprocessing,2024.0,12.0,2.0
20.0,Male,B.Sc,0.0,Mid,Startup,Tier-3,2.0,1.0,0.0,5.0,29704.0,63.4,2023-12-25,Worked on microservices deployment,2023.0,12.0,1.0
34.0,Male,B.Sc,10.0,Mid,SME,Tier-2,4.0,1.0,1.0,2.0,139782.0,59.0,2024-02-14,Contributed to open-source NLP repo,2024.0,2.0,1.0
20.0,Male,B.Sc,0.0,Mid,SME,Remote,4.0,1.0,0.0,7.0,41240.0,58.0,2024-08-27,Built ML pipeline for preprocessing,2024.0,8.0,1.0
27.0,Female,B.Sc,6.0,Mid,Startup,Remote,4.0,1.0,0.0,2.2,84362.0,53.0,2024-07-11,Built ML pipeline for preprocessing,2024.0,7.0,1.0
37.0,Male,M.Eng,17.0,Mid,SME,Tier-2,10.0,3.0,0.0,6.0,198958.0,58.0,2024-04-06,No relevant project mentioned,2024.0,4.0,1.0
30.0,Male,B.Sc,6.8,Junior,SME,Tier-2,6.0,0.0,1.0,1.0,105764.0,64.0,2023-07-10,Contributed to open-source NLP repo,2023.0,7.0,0.0
24.0,Male,M.Eng,1.0,Junior,Startup,Tier-1,7.0,1.0,0.0,2.0,63459.0,48.0,2023-05-25,Experience in data cleaning and ETL,2023.0,5.0,0.0
26.0,Male,B.Sc,0.0,Junior,SME,Tier-1,4.0,1.0,1.0,0.0,39981.0,71.0,2023-12-10,Experience in data cleaning and ETL,2023.0,12.0,0.0
34.0,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,9.0,2.0,0.0,3.0,107003.0,70.0,2024-09-07,No relevant project mentioned,2024.0,9.0,1.0
26.0,Male,B.Sc,4.0,Junior,Enterprise,Tier-1,6.0,1.0,0.0,7.0,79894.0,46.0,2024-07-29,Experience in data cleaning and ETL,2024.0,7.0,0.0
31.0,Male,B.Sc,7.0,Mid,SME,Tier-1,6.0,0.0,0.0,4.0,97275.0,63.0,2023-06-06,Worked on microservices deployment,2023.0,6.0,1.0
30.0,Male,B.Sc,5.0,Junior,SME,Tier-1,4.0,0.0,0.0,2.0,83074.0,53.0,2023-11-04,Worked on microservices deployment,2023.0,11.0,0.0
26.0,Female,B.Sc,3.0,Senior,SME,Remote,6.0,0.0,1.0,1.0,89337.0,73.0,2023-05-08,Built ML pipeline for preprocessing,2023.0,5.0,2.0
43.0,Other,M.Sc,21.0,Junior,SME,Tier-1,3.0,0.0,1.0,1.0,229589.0,73.0,2023-01-24,Built ML pipeline for preprocessing,2023.0,1.0,0.0
34.0,Female,B.Sc,11.0,Junior,Startup,Tier-1,9.0,2.0,0.0,3.0,141062.0,54.0,2023-05-05,No relevant project mentioned,2023.0,5.0,0.0
20.0,Female,B.Sc,0.0,Senior,SME,Tier-2,4.0,3.0,0.0,1.0,65467.0,43.0,2023-06-24,No relevant project mentioned,2023.0,6.0,2.0
31.0,Male,B.Sc,7.0,Mid,SME,Tier-2,7.0,0.0,0.0,2.2,113050.0,76.0,2023-04-11,Built ML pipeline for preprocessing,2023.0,4.0,1.0
26.0,Female,B.Sc+Cert,1.0,Lead,SME,Tier-1,3.0,2.0,1.0,5.0,96332.0,54.0,2023-02-20,Built ML pipeline for preprocessing,2023.0,2.0,3.0
35.0,Male,B.Sc+Cert,14.0,Junior,Enterprise,Remote,10.0,1.0,0.0,6.0,195742.0,75.0,2023-09-15,Worked on microservices deployment,2023.0,9.0,0.0
25.0,Female,B.Sc,3.0,Junior,Enterprise,Tier-2,4.2,1.0,0.0,1.0,61597.0,58.0,2024-10-22,Built ML pipeline for preprocessing,2024.0,10.0,0.0
29.0,Other,B.Sc,11.0,Mid,Startup,Tier-2,7.0,1.0,0.0,2.0,128066.0,57.8,2023-06-17,Built ML pipeline for preprocessing,2023.0,6.0,1.0
33.0,Female,B.Sc,12.0,Senior,Startup,Tier-1,7.0,0.0,0.0,2.0,152865.0,62.8,2023-04-15,Built ML pipeline for preprocessing,2023.0,4.0,2.0
35.0,Other,B.Sc+Cert,15.0,Junior,Startup,Tier-2,4.0,0.0,0.0,3.0,156923.0,57.2,2024-08-03,Built ML pipeline for preprocessing,2024.0,8.0,0.0
23.0,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,5.0,2.0,0.0,0.0,47552.0,52.0,2023-02-04,Built ML pipeline for preprocessing,2023.0,2.0,2.0
28.0,Male,B.Sc,2.2,Mid,Enterprise,Tier-1,5.0,2.0,0.0,4.0,64729.0,64.0,2024-03-03,Worked on microservices deployment,2024.0,3.0,1.0
27.0,Male,B.Sc,10.0,Senior,Enterprise,Tier-1,8.0,1.0,1.0,1.0,128977.0,69.0,2024-11-05,Built ML pipeline for preprocessing,2024.0,11.0,2.0
26.0,Male,B.Sc,3.0,Mid,SME,Tier-1,7.0,0.0,1.0,2.0,68421.0,74.0,2023-12-05,Built ML pipeline for preprocessing,2023.0,12.0,1.0
41.0,Male,B.Sc,18.0,Junior,Enterprise,Remote,7.0,2.0,0.0,4.0,167476.0,49.0,2024-12-20,No relevant project mentioned,2024.0,12.0,0.0
32.0,Male,M.Sc,9.0,Senior,SME,Tier-1,3.0,1.0,0.0,7.0,141825.0,55.0,2023-06-02,No relevant project mentioned,2023.0,6.0,2.0
22.0,Other,B.Sc,0.0,Senior,Enterprise,Remote,4.0,0.0,1.0,4.0,67311.0,51.0,2024-05-20,Experience in data cleaning and ETL,2024.0,5.0,2.0
36.0,Male,M.Sc,13.0,Mid,Enterprise,Tier-1,3.0,3.0,1.0,0.0,188224.0,66.0,2023-03-21,Built ML pipeline for preprocessing,2023.0,3.0,1.0
43.0,Female,B.Sc,22.0,Junior,SME,Tier-2,5.4,0.0,0.0,1.0,206181.0,58.0,2023-01-31,Worked on microservices deployment,2023.0,1.0,0.0
36.0,Female,B.Sc,11.0,Junior,SME,Tier-2,6.0,1.0,0.0,0.0,135209.0,62.0,2023-08-13,Built ML pipeline for preprocessing,2023.0,8.0,0.0
21.0,Female,B.Sc+Cert,0.0,Mid,Enterprise,Tier-1,4.2,1.0,1.0,6.0,70063.0,64.0,2023-07-28,Built ML pipeline for preprocessing,2023.0,7.0,1.0
27.0,Female,B.Sc,3.0,Junior,SME,Tier-2,7.0,2.0,0.0,1.0,60985.0,55.2,2023-06-29,Built ML pipeline for preprocessing,2023.0,6.0,0.0
38.0,Male,M.Eng,13.0,Mid,Startup,Tier-1,1.0,0.0,0.0,6.0,166735.0,55.0,2024-02-23,Built ML pipeline for preprocessing,2024.0,2.0,1.0
26.0,Female,B.Sc,0.0,Junior,Startup,Tier-1,2.0,2.0,1.0,6.0,31707.0,60.0,2024-05-11,No relevant project mentioned,2024.0,5.0,0.0
33.0,Female,B.Sc,11.0,Mid,SME,Tier-3,6.0,0.0,0.0,2.0,140772.0,50.0,2023-11-01,Built ML pipeline for preprocessing,2023.0,11.0,1.0
35.0,Male,B.Sc+Cert,14.0,Junior,SME,Tier-1,4.0,1.0,1.0,0.0,139423.0,63.0,2024-10-17,Built ML pipeline for preprocessing,2024.0,10.0,0.0
24.0,Male,B.Sc,0.0,Mid,Startup,Tier-2,9.0,0.0,1.0,0.0,45863.0,54.0,2023-11-10,Contributed to open-source NLP repo,2023.0,11.0,1.0
30.0,Female,B.Sc+Cert,6.0,Mid,Startup,Tier-1,5.0,0.0,0.0,4.0,100391.0,50.0,2023-11-30,Built ML pipeline for preprocessing,2023.0,11.0,1.0
20.0,Male,B.Sc,0.0,Mid,SME,Tier-1,5.0,1.0,1.0,4.0,61527.0,45.0,2023-03-05,Built ML pipeline for preprocessing,2023.0,3.0,1.0
24.0,Male,B.Sc+Cert,0.0,Mid,SME,Tier-2,2.0,1.0,0.0,6.0,39743.0,52.0,2023-11-04,Built ML pipeline for preprocessing,2023.0,11.0,1.0
28.0,Male,B.Sc,4.0,Junior,Startup,Tier-2,5.0,0.0,1.0,0.0,63212.0,52.0,2023-02-09,Experience in data cleaning and ETL,2023.0,2.0,0.0
23.0,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,2.0,1.0,3.0,45938.0,61.0,2023-08-31,Contributed to open-source NLP repo,2023.0,8.0,1.0
40.0,Male,M.Sc,20.0,Senior,Startup,Tier-2,5.0,1.0,0.0,2.4,215558.0,57.0,2023-12-27,Contributed to open-source NLP repo,2023.0,12.0,2.0
21.0,Female,B.Sc+Cert,0.0,Mid,Startup,Tier-1,5.0,1.6,0.0,1.0,45663.0,63.0,2023-09-02,Built ML pipeline for preprocessing,2023.0,9.0,1.0
27.0,Male,B.Sc+Cert,7.0,Senior,Enterprise,Remote,5.0,3.0,0.0,2.0,155293.0,39.0,2024-08-31,Worked on microservices deployment,2024.0,8.0,2.0
31.0,Male,M.Eng,10.0,Mid,Startup,Tier-1,9.0,5.0,1.0,2.0,159517.0,58.0,2023-05-25,Built ML pipeline for preprocessing,2023.0,5.0,1.0
39.0,Male,B.Sc,20.0,Senior,Enterprise,Tier-1,3.0,0.0,0.0,1.0,241483.0,62.0,2024-07-21,Worked on microservices deployment,2024.0,7.0,2.0
21.0,Male,B.Sc,0.0,Junior,SME,Tier-3,4.2,0.0,0.0,1.0,23910.0,45.0,2023-01-30,No relevant project mentioned,2023.0,1.0,0.0
37.0,Female,B.Sc,15.0,Mid,Enterprise,Tier-1,3.0,3.0,1.0,2.0,180324.0,60.0,2024-09-11,Built ML pipeline for preprocessing,2024.0,9.0,1.0
30.0,Male,B.Sc,6.0,Mid,Startup,Tier-1,3.0,1.0,0.0,2.2,88279.0,64.0,2024-12-26,Experience in data cleaning and ETL,2024.0,12.0,1.0
24.0,Male,B.Sc,0.0,Junior,Startup,Tier-1,4.0,3.0,0.0,1.0,39055.0,68.0,2024-03-03,Experience in data cleaning and ETL,2024.0,3.0,0.0
33.0,Male,B.Sc,13.0,Mid,Startup,Remote,3.0,0.0,1.0,1.0,165297.0,65.2,2024-01-17,No relevant project mentioned,2024.0,1.0,1.0
31.0,Male,B.Sc,7.0,Junior,Startup,Remote,4.8,0.0,1.0,6.0,90416.0,74.0,2024-03-28,Experience in data cleaning and ETL,2024.0,3.0,0.0
26.0,Female,B.Sc,4.0,Mid,SME,Tier-3,2.0,0.0,0.0,5.0,57305.0,59.0,2024-09-07,Experience in data cleaning and ETL,2024.0,9.0,1.0
30.0,Female,M.Sc,6.0,Mid,Startup,Tier-2,4.0,1.0,0.0,4.0,111171.0,65.0,2023-06-30,No relevant project mentioned,2023.0,6.0,1.0
28.0,Male,B.Sc,6.0,Mid,Startup,Tier-2,7.0,1.0,1.0,0.0,97448.0,53.0,2024-05-12,Built ML pipeline for preprocessing,2024.0,5.0,1.0
31.0,Male,B.Sc,9.0,Lead,Enterprise,Tier-2,1.0,1.0,0.0,0.0,159293.0,74.0,2024-09-30,Experience in data cleaning and ETL,2024.0,9.0,3.0
34.0,Male,B.Sc,13.0,Mid,SME,Tier-1,6.0,2.0,0.0,2.2,156135.0,67.0,2023-07-17,No relevant project mentioned,2023.0,7.0,1.0
40.0,Male,M.Sc,16.0,Mid,Startup,Remote,4.0,0.0,0.0,0.0,186218.0,67.0,2023-12-09,Worked on microservices deployment,2023.0,12.0,1.0
23.0,Male,B.Sc,0.0,Junior,Startup,Tier-1,5.0,1.0,0.0,2.0,45481.0,58.0,2023-02-02,Built ML pipeline for preprocessing,2023.0,2.0,0.0
43.0,Male,M.Sc,22.0,Senior,Startup,Tier-1,2.0,1.0,0.0,0.0,215934.0,69.0,2023-11-30,Contributed to open-source NLP repo,2023.0,11.0,2.0
20.0,Male,B.Sc,0.0,Mid,Enterprise,Remote,10.0,0.0,1.0,1.0,66064.0,62.0,2023-08-22,Contributed to open-source NLP repo,2023.0,8.0,1.0
29.0,Male,B.Sc,2.2,Mid,Enterprise,Tier-3,4.0,1.4,0.0,5.0,79075.0,52.0,2024-07-01,Built ML pipeline for preprocessing,2024.0,7.0,1.0
34.0,Female,B.Sc,11.0,Junior,Enterprise,Tier-1,6.0,1.0,1.0,5.0,145591.0,45.0,2024-06-13,Built ML pipeline for preprocessing,2024.0,6.0,0.0
32.0,Other,B.Sc,7.0,Mid,Enterprise,Tier-1,7.0,2.0,0.0,7.0,126851.0,49.0,2024-03-03,Worked on microservices deployment,2024.0,3.0,1.0
26.0,Male,B.Sc,2.0,Junior,SME,Tier-2,3.0,0.0,0.0,6.0,42643.0,80.0,2023-09-23,Built ML pipeline for preprocessing,2023.0,9.0,0.0
29.0,Female,B.Sc,7.0,Mid,Startup,Tier-2,3.0,0.0,0.0,3.0,89030.0,64.0,2023-10-22,Contributed to open-source NLP repo,2023.0,10.0,1.0
27.0,Male,B.Sc,1.0,Senior,SME,Tier-2,9.0,1.0,1.0,1.0,71946.0,46.0,2024-03-15,No relevant project mentioned,2024.0,3.0,2.0
26.0,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-1,7.0,3.0,0.0,0.0,109767.0,55.0,2024-07-14,No relevant project mentioned,2024.0,7.0,1.0
35.0,Female,B.Sc,7.0,Mid,Enterprise,Remote,6.0,1.0,0.0,2.0,123171.0,74.0,2024-07-23,Built ML pipeline for preprocessing,2024.0,7.0,1.0
32.0,Female,B.Sc,9.0,Mid,SME,Tier-1,10.0,0.0,1.0,0.0,143981.0,63.0,2023-11-28,Built ML pipeline for preprocessing,2023.0,11.0,1.0
26.0,Female,B.Sc,1.0,Mid,SME,Tier-2,7.0,2.0,1.0,5.0,61609.0,68.0,2023-05-31,Built ML pipeline for preprocessing,2023.0,5.0,1.0
35.0,Male,B.Sc,10.0,Mid,Enterprise,Tier-2,3.0,1.0,0.0,2.0,125314.0,62.0,2024-10-08,Built ML pipeline for preprocessing,2024.0,10.0,1.0
32.0,Male,B.Sc,8.0,Mid,Startup,Tier-1,9.0,1.0,0.0,3.0,126360.0,65.0,2023-10-28,Contributed to open-source NLP repo,2023.0,10.0,1.0
35.0,Female,B.Sc+Cert,15.0,Junior,Enterprise,Tier-1,2.0,0.0,1.0,3.0,181936.0,68.0,2023-12-11,Experience in data cleaning and ETL,2023.0,12.0,0.0
34.0,Male,B.Sc,8.0,Junior,Startup,Remote,8.0,2.0,1.0,1.0,104171.0,67.0,2023-11-07,Built ML pipeline for preprocessing,2023.0,11.0,0.0
25.0,Male,M.Sc,2.0,Mid,SME,Remote,3.0,3.0,1.0,3.0,75387.0,64.0,2024-09-27,Worked on microservices deployment,2024.0,9.0,1.0
27.0,Male,B.Sc,8.0,Mid,Startup,Tier-1,3.0,2.0,0.0,1.6,113346.0,57.0,2023-07-02,Contributed to open-source NLP repo,2023.0,7.0,1.0
34.0,Male,PhD,8.0,Junior,SME,Remote,5.0,1.0,0.0,3.0,130419.0,75.0,2024-12-17,No relevant project mentioned,2024.0,12.0,0.0
34.0,Male,B.Sc,13.0,Mid,SME,Tier-1,3.0,0.0,1.0,4.0,168277.0,49.0,2023-05-27,Built ML pipeline for preprocessing,2023.0,5.0,1.0
30.0,Male,B.Sc,5.6,Junior,SME,Tier-2,5.0,1.0,0.0,1.0,86379.0,59.0,2024-09-12,Worked on microservices deployment,2024.0,9.0,0.0
31.0,Female,B.Sc,9.0,Junior,Enterprise,Tier-1,6.0,0.0,1.0,6.0,120812.0,60.0,2023-05-30,Built ML pipeline for preprocessing,2023.0,5.0,0.0
38.0,Male,M.Sc,19.0,Mid,SME,Remote,7.0,1.0,1.0,1.0,225922.0,64.0,2023-09-24,Contributed to open-source NLP repo,2023.0,9.0,1.0
26.0,Male,B.Sc,3.0,Mid,Enterprise,Tier-1,7.0,1.0,0.0,5.0,82871.0,57.0,2024-05-04,Built ML pipeline for preprocessing,2024.0,5.0,1.0
33.0,Male,B.Sc,11.0,Mid,Startup,Tier-2,6.0,1.0,0.0,4.0,128719.0,45.0,2023-05-11,Experience in data cleaning and ETL,2023.0,5.0,1.0
