age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded,survey_day,survey_quarter,survey_day_of_week,estimated_joining_date,joining_year,joining_month,joining_day,joining_quarter,joining_day_of_week,tenure_years,tenure_months,tenure_category
32,Male,M.Eng,8.0,Junior,SME,Tier-2,7.0,0.0,0,3.0,107168,62.0,2023-02-19,Contributed to open-source NLP repo,2023,2,0,19,1,Sunday,2015-02-19 00:00:00,2015.0,2.0,19.0,1.0,Thursday,11.51,138,11-20 Years
41,Female,B.Sc,21.0,Mid,SME,Tier-2,7.0,1.0,1,6.0,226842,48.0,2023-11-20,Built ML pipeline for preprocessing,2023,11,1,20,4,Monday,2002-11-19 18:00:00,2002.0,11.0,19.0,4.0,Tuesday,23.76,285,20+ Years
31,Male,B.Sc,,Senior,SME,Tier-1,7.0,1.0,0,1.0,128944,50.0,2024-05-28,Built ML pipeline for preprocessing,2024,5,2,28,2,Tuesday,,,,,,,,,
32,Female,M.Eng,7.0,Junior,SME,Tier-3,2.0,0.0,1,2.0,82079,55.0,2024-04-07,No relevant project mentioned,2024,4,0,7,2,Sunday,2017-04-07 06:00:00,2017.0,4.0,7.0,2.0,Friday,9.37,112,6-10 Years
30,Female,B.Sc,3.0,Mid,Startup,Tier-1,7.0,1.0,0,,79272,59.0,2023-03-16,Contributed to open-source NLP repo,2023,3,1,16,1,Thursday,2020-03-15 06:00:00,2020.0,3.0,15.0,1.0,Sunday,6.44,77,6-10 Years
20,Male,B.Sc,0.0,Lead,SME,Tier-2,3.0,1.0,1,5.0,68987,45.0,2024-05-15,Worked on microservices deployment,2024,5,3,15,2,Wednesday,2024-05-15 00:00:00,2024.0,5.0,15.0,2.0,Wednesday,2.27,27,3-5 Years
30,Male,M.Sc,8.0,Mid,Enterprise,Remote,6.0,3.0,0,7.0,138073,64.0,2024-12-27,Contributed to open-source NLP repo,2024,12,1,27,4,Friday,2016-12-27 00:00:00,2016.0,12.0,27.0,4.0,Tuesday,9.65,116,6-10 Years
30,Male,B.Sc,6.0,Mid,SME,Tier-2,4.0,0.0,0,6.0,85805,49.0,2023-07-07,Built ML pipeline for preprocessing,2023,7,1,7,3,Friday,2017-07-06 12:00:00,2017.0,7.0,6.0,3.0,Thursday,9.13,110,6-10 Years
45,Female,M.Sc,22.0,Junior,SME,Tier-1,,1.0,0,2.0,205524,57.0,2023-05-09,Experience in data cleaning and ETL,2023,5,0,9,2,Tuesday,2001-05-08 12:00:00,2001.0,5.0,8.0,2.0,Tuesday,25.29,303,20+ Years
29,Male,B.Sc,7.0,Mid,Startup,Tier-1,2.0,3.0,1,0.0,99141,53.0,2024-05-07,,2024,5,1,7,2,Tuesday,2017-05-07 06:00:00,2017.0,5.0,7.0,2.0,Sunday,9.29,111,6-10 Years
32,Male,M.Eng,10.0,Junior,SME,Tier-2,3.0,1.0,0,2.0,125369,47.0,2023-04-07,No relevant project mentioned,2023,4,0,7,2,Friday,2013-04-06 12:00:00,2013.0,4.0,6.0,2.0,Saturday,13.38,161,11-20 Years
30,Male,M.Eng,9.0,Mid,Startup,Remote,1.0,1.0,1,0.0,122521,49.0,2023-12-31,Built ML pipeline for preprocessing,2023,12,1,31,4,Sunday,2014-12-30 18:00:00,2014.0,12.0,30.0,4.0,Tuesday,11.64,140,11-20 Years
23,Male,M.Sc,0.0,Junior,SME,Remote,8.0,2.0,0,0.0,55768,,2024-05-15,,2024,5,0,15,2,Wednesday,2024-05-15 00:00:00,2024.0,5.0,15.0,2.0,Wednesday,2.27,27,3-5 Years
37,Male,B.Sc,,Senior,SME,Tier-3,,2.0,1,0.0,107524,65.0,2023-06-14,Experience in data cleaning and ETL,2023,6,2,14,2,Wednesday,,,,,,,,,
35,Male,M.Eng,10.0,Senior,Enterprise,Tier-1,5.0,0.0,0,1.0,184933,,2023-06-26,Built ML pipeline for preprocessing,2023,6,2,26,2,Monday,2013-06-25 12:00:00,2013.0,6.0,25.0,2.0,Tuesday,13.16,158,11-20 Years
35,Female,,10.0,Mid,SME,Tier-1,6.0,0.0,0,2.0,152967,53.0,2024-09-20,Contributed to open-source NLP repo,2024,9,1,20,3,Friday,2014-09-20 12:00:00,2014.0,9.0,20.0,3.0,Saturday,11.92,143,11-20 Years
25,Male,M.Sc,4.0,Junior,SME,Tier-1,1.0,0.0,0,1.0,63311,,2024-12-22,Contributed to open-source NLP repo,2024,12,0,22,4,Sunday,2020-12-22 00:00:00,2020.0,12.0,22.0,4.0,Tuesday,5.67,68,6-10 Years
38,Male,B.Sc,13.0,Junior,SME,Tier-1,4.0,1.0,0,,132455,74.0,2023-09-30,Experience in data cleaning and ETL,2023,9,0,30,3,Saturday,2010-09-29 18:00:00,2010.0,9.0,29.0,3.0,Wednesday,15.9,191,11-20 Years
22,Male,B.Sc+Cert,0.0,Senior,SME,Tier-1,,1.0,0,0.0,58393,,2023-11-23,Worked on microservices deployment,2023,11,2,23,4,Thursday,2023-11-23 00:00:00,2023.0,11.0,23.0,4.0,Thursday,2.75,33,3-5 Years
34,Female,M.Sc,8.0,Mid,Startup,Tier-1,1.0,3.0,1,2.0,134124,62.0,2024-02-03,No relevant project mentioned,2024,2,1,3,1,Saturday,2016-02-03 00:00:00,2016.0,2.0,3.0,1.0,Wednesday,10.55,127,11-20 Years
43,Male,B.Sc,17.0,Mid,SME,Tier-2,5.0,0.0,0,3.0,177337,36.0,2024-07-16,Contributed to open-source NLP repo,2024,7,1,16,3,Tuesday,2007-07-16 18:00:00,2007.0,7.0,16.0,3.0,Monday,19.1,229,11-20 Years
24,Female,B.Sc,0.0,Junior,Enterprise,Tier-1,1.0,0.0,1,0.0,46722,62.0,2024-02-15,Worked on microservices deployment,2024,2,0,15,1,Thursday,2024-02-15 00:00:00,2024.0,2.0,15.0,1.0,Thursday,2.52,30,3-5 Years
27,Male,,10.0,Mid,Startup,Tier-2,4.0,1.0,0,4.0,128993,,2023-03-05,,2023,3,1,5,1,Sunday,2013-03-04 12:00:00,2013.0,3.0,4.0,1.0,Monday,13.47,162,11-20 Years
31,Male,B.Sc,7.0,Mid,SME,Remote,7.0,,0,2.0,102483,56.0,2024-03-22,No relevant project mentioned,2024,3,1,22,1,Friday,2017-03-22 06:00:00,2017.0,3.0,22.0,1.0,Wednesday,9.42,113,6-10 Years
27,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-2,4.0,3.0,1,2.0,95740,53.0,2023-12-07,Worked on microservices deployment,2023,12,1,7,4,Thursday,2018-12-06 18:00:00,2018.0,12.0,6.0,4.0,Thursday,7.71,93,6-10 Years
21,Male,M.Sc,0.0,Mid,SME,Tier-3,4.0,0.0,0,2.0,41870,56.0,2023-08-17,No relevant project mentioned,2023,8,1,17,3,Thursday,2023-08-17 00:00:00,2023.0,8.0,17.0,3.0,Thursday,3.02,36,3-5 Years
30,Male,M.Sc,10.0,Senior,Enterprise,Tier-3,4.0,1.0,1,2.0,154614,57.0,2024-05-19,Worked on microservices deployment,2024,5,2,19,2,Sunday,2014-05-19 12:00:00,2014.0,5.0,19.0,2.0,Monday,12.26,147,11-20 Years
24,Male,B.Sc,3.0,Junior,SME,Tier-1,1.0,2.0,0,0.0,57119,57.0,2024-09-20,Contributed to open-source NLP repo,2024,9,0,20,3,Friday,2021-09-20 06:00:00,2021.0,9.0,20.0,3.0,Monday,4.92,59,3-5 Years
33,Female,B.Sc,,Junior,SME,Tier-1,6.0,1.0,0,3.0,138188,60.0,2023-09-07,,2023,9,0,7,3,Thursday,,,,,,,,,
24,Male,B.Sc+Cert,1.0,Mid,SME,Tier-1,,3.0,0,,55705,60.0,2023-03-11,No relevant project mentioned,2023,3,1,11,1,Saturday,2022-03-10 18:00:00,2022.0,3.0,10.0,1.0,Thursday,4.45,53,3-5 Years
39,Male,B.Sc,18.0,Junior,Enterprise,Tier-1,4.0,1.0,0,0.0,197835,81.0,2024-05-26,Worked on microservices deployment,2024,5,0,26,2,Sunday,2006-05-26 12:00:00,2006.0,5.0,26.0,2.0,Friday,20.24,243,20+ Years
25,Male,,5.0,Senior,Enterprise,Tier-2,5.0,3.0,0,3.0,141658,57.0,2023-12-11,Contributed to open-source NLP repo,2023,12,2,11,4,Monday,2018-12-10 18:00:00,2018.0,12.0,10.0,4.0,Monday,7.7,92,6-10 Years
28,Male,B.Sc,4.0,Mid,Startup,Remote,8.0,0.0,0,3.0,74818,49.0,2024-06-30,,2024,6,1,30,2,Sunday,2020-06-30 00:00:00,2020.0,6.0,30.0,2.0,Tuesday,6.15,74,6-10 Years
35,Male,B.Sc,11.0,Senior,SME,Remote,3.0,0.0,0,0.0,119158,63.0,2023-09-30,No relevant project mentioned,2023,9,2,30,3,Saturday,2012-09-29 06:00:00,2012.0,9.0,29.0,3.0,Saturday,13.89,167,11-20 Years
23,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,0.0,0,4.0,46100,,2024-07-09,Worked on microservices deployment,2024,7,1,9,3,Tuesday,2024-07-09 00:00:00,2024.0,7.0,9.0,3.0,Tuesday,2.12,25,3-5 Years
31,Male,B.Sc,8.0,Junior,Startup,Remote,2.0,1.0,1,1.0,92689,51.0,2023-12-11,,2023,12,0,11,4,Monday,2015-12-11 00:00:00,2015.0,12.0,11.0,4.0,Friday,10.7,128,11-20 Years
38,Male,PhD,14.0,Junior,SME,Tier-1,3.0,1.0,0,0.0,182065,50.0,2024-04-04,Experience in data cleaning and ETL,2024,4,0,4,2,Thursday,2010-04-04 12:00:00,2010.0,4.0,4.0,2.0,Sunday,16.38,197,11-20 Years
20,Male,B.Sc,0.0,Senior,SME,Tier-3,2.0,1.0,1,3.0,45599,50.0,2023-04-17,Built ML pipeline for preprocessing,2023,4,2,17,2,Monday,2023-04-17 00:00:00,2023.0,4.0,17.0,2.0,Monday,3.35,40,3-5 Years
31,Male,B.Sc,,Junior,Startup,Tier-1,6.0,1.0,0,2.0,101069,75.0,2024-05-02,No relevant project mentioned,2024,5,0,2,2,Thursday,,,,,,,,,
32,Male,B.Sc,9.0,Mid,Startup,Tier-1,5.0,,1,0.0,99733,65.0,2023-02-13,Built ML pipeline for preprocessing,2023,2,1,13,1,Monday,2014-02-12 18:00:00,2014.0,2.0,12.0,1.0,Wednesday,12.52,150,11-20 Years
35,Male,B.Sc,8.0,Senior,SME,Tier-1,2.0,0.0,0,5.0,127541,57.0,2024-05-16,No relevant project mentioned,2024,5,2,16,2,Thursday,2016-05-16 00:00:00,2016.0,5.0,16.0,2.0,Monday,10.27,123,11-20 Years
23,Female,B.Sc,0.0,Junior,Enterprise,Remote,1.0,1.0,0,5.0,43103,63.0,2024-02-29,No relevant project mentioned,2024,2,0,29,1,Thursday,2024-02-29 00:00:00,2024.0,2.0,29.0,1.0,Thursday,2.48,30,3-5 Years
22,Male,B.Sc+Cert,1.0,Junior,Enterprise,Tier-1,4.0,3.0,0,4.0,56675,68.0,2023-02-18,,2023,2,0,18,1,Saturday,2022-02-17 18:00:00,2022.0,2.0,17.0,1.0,Thursday,4.51,54,3-5 Years
33,Male,B.Sc,10.0,Mid,Startup,Tier-1,4.0,0.0,0,1.0,137437,79.0,2023-03-01,Worked on microservices deployment,2023,3,1,1,1,Wednesday,2013-02-28 12:00:00,2013.0,2.0,28.0,1.0,Thursday,13.48,162,11-20 Years
32,Male,B.Sc,9.0,Senior,Enterprise,Remote,8.0,1.0,1,4.0,145705,,2023-09-15,Experience in data cleaning and ETL,2023,9,2,15,3,Friday,2014-09-14 18:00:00,2014.0,9.0,14.0,3.0,Sunday,11.94,143,11-20 Years
32,Female,B.Sc,10.0,Junior,SME,Remote,4.0,0.0,0,4.0,131482,58.0,2024-07-30,No relevant project mentioned,2024,7,0,30,3,Tuesday,2014-07-30 12:00:00,2014.0,7.0,30.0,3.0,Wednesday,12.06,145,11-20 Years
32,Female,PhD,10.0,Senior,Enterprise,Tier-1,,0.0,1,7.0,211557,54.0,2023-04-24,No relevant project mentioned,2023,4,2,24,2,Monday,2013-04-23 12:00:00,2013.0,4.0,23.0,2.0,Tuesday,13.33,160,11-20 Years
26,Male,B.Sc,,Mid,SME,Tier-3,6.0,1.0,1,6.0,48371,48.0,2023-12-15,Built ML pipeline for preprocessing,2023,12,1,15,4,Friday,,,,,,,,,
31,Female,B.Sc,11.0,Lead,SME,Tier-1,4.0,2.0,0,1.0,172151,57.0,2024-02-02,Contributed to open-source NLP repo,2024,2,3,2,1,Friday,2013-02-01 06:00:00,2013.0,2.0,1.0,1.0,Friday,13.55,163,11-20 Years
32,Male,M.Sc,10.0,Junior,Enterprise,Tier-1,,0.0,0,0.0,154266,65.0,2024-11-04,Contributed to open-source NLP repo,2024,11,0,4,4,Monday,2014-11-04 12:00:00,2014.0,11.0,4.0,4.0,Tuesday,11.8,142,11-20 Years
26,Male,M.Sc,1.0,Junior,Startup,Tier-2,5.0,0.0,1,1.0,51174,50.0,2024-04-14,,2024,4,0,14,2,Sunday,2023-04-14 18:00:00,2023.0,4.0,14.0,2.0,Friday,3.36,40,3-5 Years
41,Female,B.Sc,19.0,Senior,Enterprise,Tier-2,5.0,1.0,0,2.0,199298,76.0,2024-11-06,Experience in data cleaning and ETL,2024,11,2,6,4,Wednesday,2005-11-06 06:00:00,2005.0,11.0,6.0,4.0,Sunday,20.79,249,20+ Years
33,Female,B.Sc,8.0,Senior,Enterprise,Tier-2,5.0,2.0,1,,126726,64.0,2023-01-15,Worked on microservices deployment,2023,1,2,15,1,Sunday,2015-01-15 00:00:00,2015.0,1.0,15.0,1.0,Thursday,11.6,139,11-20 Years
23,Male,M.Sc,0.0,Mid,Enterprise,Tier-2,4.0,0.0,1,3.0,72002,58.0,2024-07-02,No relevant project mentioned,2024,7,1,2,3,Tuesday,2024-07-02 00:00:00,2024.0,7.0,2.0,3.0,Tuesday,2.14,26,3-5 Years
34,Male,B.Sc,9.0,Mid,SME,Tier-2,,1.0,1,4.0,110156,69.0,2023-05-18,Contributed to open-source NLP repo,2023,5,1,18,2,Thursday,2014-05-17 18:00:00,2014.0,5.0,17.0,2.0,Saturday,12.27,147,11-20 Years
24,Male,M.Eng,3.0,Senior,Startup,Tier-3,2.0,0.0,1,1.0,70835,56.0,2023-09-22,No relevant project mentioned,2023,9,2,22,3,Friday,2020-09-21 06:00:00,2020.0,9.0,21.0,3.0,Monday,5.92,71,6-10 Years
35,Male,M.Sc,12.0,Junior,SME,Tier-3,5.0,0.0,1,0.0,125763,62.0,2024-07-11,Built ML pipeline for preprocessing,2024,7,0,11,3,Thursday,2012-07-11 00:00:00,2012.0,7.0,11.0,3.0,Wednesday,14.12,169,11-20 Years
37,Female,B.Sc,15.0,Mid,Enterprise,Tier-2,4.0,2.0,1,0.0,185031,46.0,2024-09-09,Built ML pipeline for preprocessing,2024,9,1,9,3,Monday,2009-09-09 06:00:00,2009.0,9.0,9.0,3.0,Wednesday,16.95,203,11-20 Years
25,Male,B.Sc,0.0,Senior,SME,Tier-1,9.0,1.0,0,2.0,56139,64.0,2023-03-22,Contributed to open-source NLP repo,2023,3,2,22,1,Wednesday,2023-03-22 00:00:00,2023.0,3.0,22.0,1.0,Wednesday,3.42,41,3-5 Years
36,Male,B.Sc,,Mid,SME,Tier-2,2.0,1.0,0,4.0,142638,59.0,2023-10-30,Worked on microservices deployment,2023,10,1,30,4,Monday,,,,,,,,,
32,Male,M.Sc,,Junior,SME,Tier-3,7.0,1.0,1,5.0,106529,62.0,2023-10-01,Experience in data cleaning and ETL,2023,10,0,1,4,Sunday,,,,,,,,,
35,Male,B.Sc,,Senior,SME,Tier-2,,1.0,1,2.0,167026,61.0,2023-04-23,Experience in data cleaning and ETL,2023,4,2,23,2,Sunday,,,,,,,,,
41,Male,B.Sc,17.0,Junior,Startup,Tier-2,4.0,1.0,0,6.0,153838,69.0,2024-02-13,Built ML pipeline for preprocessing,2024,2,0,13,1,Tuesday,2007-02-12 18:00:00,2007.0,2.0,12.0,1.0,Monday,19.52,234,11-20 Years
29,Male,M.Sc,6.0,Junior,SME,Tier-1,7.0,0.0,0,0.0,71711,43.0,2024-12-20,Built ML pipeline for preprocessing,2024,12,0,20,4,Friday,2018-12-20 12:00:00,2018.0,12.0,20.0,4.0,Thursday,7.67,92,6-10 Years
25,Female,PhD,2.0,Lead,Enterprise,Tier-2,6.0,0.0,0,,131807,54.0,2023-12-31,,2023,12,3,31,4,Sunday,2021-12-30 12:00:00,2021.0,12.0,30.0,4.0,Thursday,4.64,56,3-5 Years
25,Female,B.Sc,2.0,Mid,Startup,Tier-1,5.0,2.0,1,0.0,68810,65.0,2023-08-29,,2023,8,1,29,3,Tuesday,2021-08-28 12:00:00,2021.0,8.0,28.0,3.0,Saturday,4.98,60,3-5 Years
25,Male,,0.0,Senior,Enterprise,Remote,4.0,2.0,0,0.0,78770,54.0,2023-03-30,Experience in data cleaning and ETL,2023,3,2,30,1,Thursday,2023-03-30 00:00:00,2023.0,3.0,30.0,1.0,Thursday,3.4,41,3-5 Years
30,Female,B.Sc,7.0,Senior,SME,Tier-2,,2.0,1,6.0,118033,69.0,2024-11-25,Built ML pipeline for preprocessing,2024,11,2,25,4,Monday,2017-11-25 06:00:00,2017.0,11.0,25.0,4.0,Saturday,8.74,105,6-10 Years
32,Female,B.Sc,13.0,Junior,SME,Tier-1,4.0,1.0,1,4.0,144791,50.0,2023-09-29,No relevant project mentioned,2023,9,0,29,3,Friday,2010-09-28 18:00:00,2010.0,9.0,28.0,3.0,Tuesday,15.9,191,11-20 Years
32,Female,B.Sc,10.0,Junior,SME,Tier-2,4.0,1.0,0,0.0,110738,44.0,2023-09-12,Built ML pipeline for preprocessing,2023,9,0,12,3,Tuesday,2013-09-11 12:00:00,2013.0,9.0,11.0,3.0,Wednesday,12.94,155,11-20 Years
35,Male,B.Sc,11.0,Junior,Startup,Tier-3,3.0,2.0,1,1.0,131527,44.0,2024-05-03,No relevant project mentioned,2024,5,0,3,2,Friday,2013-05-03 06:00:00,2013.0,5.0,3.0,2.0,Friday,13.3,160,11-20 Years
30,Male,B.Sc,9.0,Junior,SME,Tier-1,5.0,1.0,1,0.0,110159,45.0,2023-09-02,Contributed to open-source NLP repo,2023,9,0,2,3,Saturday,2014-09-01 18:00:00,2014.0,9.0,1.0,3.0,Monday,11.97,144,11-20 Years
39,Male,B.Sc,18.0,Mid,Enterprise,Tier-2,3.0,4.0,1,0.0,211922,57.0,2023-04-09,No relevant project mentioned,2023,4,1,9,2,Sunday,2005-04-08 12:00:00,2005.0,4.0,8.0,2.0,Friday,21.37,256,20+ Years
28,Male,B.Sc+Cert,7.0,Mid,SME,Tier-2,3.0,,0,3.0,103459,52.0,2024-07-24,Built ML pipeline for preprocessing,2024,7,1,24,3,Wednesday,2017-07-24 06:00:00,2017.0,7.0,24.0,3.0,Monday,9.08,109,6-10 Years
46,Male,M.Eng,19.0,Mid,SME,Tier-3,,3.0,0,2.0,237357,58.0,2023-03-14,Built ML pipeline for preprocessing,2023,3,1,14,1,Tuesday,2004-03-13 06:00:00,2004.0,3.0,13.0,1.0,Saturday,22.44,269,20+ Years
34,Male,M.Sc,12.0,Junior,Startup,Tier-1,5.0,2.0,1,1.0,164659,49.0,2024-09-15,Contributed to open-source NLP repo,2024,9,0,15,3,Sunday,2012-09-15 00:00:00,2012.0,9.0,15.0,3.0,Saturday,13.94,167,11-20 Years
25,Male,B.Sc,1.0,Mid,Enterprise,Tier-2,5.0,0.0,0,0.0,59399,44.0,2024-11-07,Experience in data cleaning and ETL,2024,11,1,7,4,Thursday,2023-11-07 18:00:00,2023.0,11.0,7.0,4.0,Tuesday,2.79,33,3-5 Years
24,Female,B.Sc,0.0,Mid,SME,Remote,4.0,3.0,0,1.0,52628,69.0,2023-10-15,No relevant project mentioned,2023,10,1,15,4,Sunday,2023-10-15 00:00:00,2023.0,10.0,15.0,4.0,Sunday,2.86,34,3-5 Years
33,Male,B.Sc,9.0,Mid,SME,Remote,4.0,0.0,1,1.0,130793,69.0,2023-07-30,Contributed to open-source NLP repo,2023,7,1,30,3,Sunday,2014-07-29 18:00:00,2014.0,7.0,29.0,3.0,Tuesday,12.07,145,11-20 Years
29,Male,M.Sc,3.0,Junior,Startup,Tier-2,6.0,1.0,1,4.0,61474,56.0,2024-06-17,No relevant project mentioned,2024,6,0,17,2,Monday,2021-06-17 06:00:00,2021.0,6.0,17.0,2.0,Thursday,5.18,62,6-10 Years
34,Female,B.Sc+Cert,10.0,Mid,Enterprise,Remote,10.0,1.0,0,7.0,168428,65.0,2023-03-24,No relevant project mentioned,2023,3,1,24,1,Friday,2013-03-23 12:00:00,2013.0,3.0,23.0,1.0,Saturday,13.42,161,11-20 Years
33,Female,B.Sc,9.0,Junior,SME,Tier-2,,1.0,0,0.0,109725,49.0,2023-08-30,Built ML pipeline for preprocessing,2023,8,0,30,3,Wednesday,2014-08-29 18:00:00,2014.0,8.0,29.0,3.0,Friday,11.98,144,11-20 Years
30,Female,B.Sc,7.0,Mid,SME,Tier-2,1.0,0.0,1,1.0,99675,51.0,2023-01-12,Built ML pipeline for preprocessing,2023,1,1,12,1,Thursday,2016-01-12 06:00:00,2016.0,1.0,12.0,1.0,Tuesday,10.61,127,11-20 Years
25,Other,B.Sc,4.0,Mid,SME,Tier-2,7.0,0.0,1,1.0,79968,60.0,2024-05-31,Contributed to open-source NLP repo,2024,5,1,31,2,Friday,2020-05-31 00:00:00,2020.0,5.0,31.0,2.0,Sunday,6.23,75,6-10 Years
21,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,,2.0,0,0.0,47723,72.0,2023-04-26,Worked on microservices deployment,2023,4,0,26,2,Wednesday,2023-04-26 00:00:00,2023.0,4.0,26.0,2.0,Wednesday,3.33,40,3-5 Years
27,Female,B.Sc,6.0,Mid,Startup,Tier-2,6.0,1.0,0,0.0,83185,36.0,2023-12-13,Contributed to open-source NLP repo,2023,12,1,13,4,Wednesday,2017-12-12 12:00:00,2017.0,12.0,12.0,4.0,Tuesday,8.69,104,6-10 Years
35,Male,M.Sc,10.0,Junior,Enterprise,Tier-2,4.0,1.0,1,5.0,124235,55.0,2023-01-20,No relevant project mentioned,2023,1,0,20,1,Friday,2013-01-19 12:00:00,2013.0,1.0,19.0,1.0,Saturday,13.59,163,11-20 Years
31,Male,M.Sc,8.0,Junior,SME,Tier-3,7.0,2.0,0,4.0,106313,65.0,2024-12-01,Worked on microservices deployment,2024,12,0,1,4,Sunday,2016-12-01 00:00:00,2016.0,12.0,1.0,4.0,Thursday,9.72,117,6-10 Years
23,Male,B.Sc,0.0,Junior,SME,Tier-3,5.0,1.0,0,0.0,25973,44.0,2023-05-16,Worked on microservices deployment,2023,5,0,16,2,Tuesday,2023-05-16 00:00:00,2023.0,5.0,16.0,2.0,Tuesday,3.27,39,3-5 Years
31,Male,B.Sc,9.0,Senior,SME,Tier-2,2.0,0.0,0,1.0,109843,63.0,2024-03-21,Experience in data cleaning and ETL,2024,3,2,21,1,Thursday,2015-03-21 18:00:00,2015.0,3.0,21.0,1.0,Saturday,11.42,137,11-20 Years
32,Male,,10.0,Mid,Enterprise,Tier-1,1.0,0.0,0,1.0,162581,48.0,2024-03-13,,2024,3,1,13,1,Wednesday,2014-03-13 12:00:00,2014.0,3.0,13.0,1.0,Thursday,12.44,149,11-20 Years
25,Male,B.Sc,3.0,Lead,SME,Tier-1,,0.0,0,0.0,108533,55.0,2024-07-23,Built ML pipeline for preprocessing,2024,7,3,23,3,Tuesday,2021-07-23 06:00:00,2021.0,7.0,23.0,3.0,Friday,5.08,61,6-10 Years
31,Female,B.Sc,8.0,Mid,Enterprise,Tier-1,3.0,2.0,1,2.0,144248,60.0,2023-06-22,Contributed to open-source NLP repo,2023,6,1,22,2,Thursday,2015-06-22 00:00:00,2015.0,6.0,22.0,2.0,Monday,11.17,134,11-20 Years
30,Male,B.Sc,4.0,Mid,Startup,Tier-2,6.0,2.0,0,2.0,77515,70.0,2024-12-05,Worked on microservices deployment,2024,12,1,5,4,Thursday,2020-12-05 00:00:00,2020.0,12.0,5.0,4.0,Saturday,5.71,69,6-10 Years
23,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,2.0,1.0,1,1.0,61418,51.0,2024-05-31,Built ML pipeline for preprocessing,2024,5,1,31,2,Friday,2024-05-31 00:00:00,2024.0,5.0,31.0,2.0,Friday,2.23,27,3-5 Years
32,Female,B.Sc,13.0,Junior,Startup,Tier-2,4.0,1.0,1,5.0,155512,42.0,2023-06-08,No relevant project mentioned,2023,6,0,8,2,Thursday,2010-06-07 18:00:00,2010.0,6.0,7.0,2.0,Monday,16.21,195,11-20 Years
33,Male,M.Eng,11.0,Junior,SME,Tier-1,8.0,1.0,1,2.0,151933,78.0,2024-02-09,Experience in data cleaning and ETL,2024,2,0,9,1,Friday,2013-02-08 06:00:00,2013.0,2.0,8.0,1.0,Friday,13.53,162,11-20 Years
36,Male,B.Sc,13.0,Junior,SME,Tier-3,,1.0,0,1.0,142070,59.0,2024-05-26,Built ML pipeline for preprocessing,2024,5,0,26,2,Sunday,2011-05-26 18:00:00,2011.0,5.0,26.0,2.0,Thursday,15.24,183,11-20 Years
36,Male,B.Sc,11.0,Mid,SME,Remote,3.0,1.0,1,1.0,115085,68.0,2024-10-13,,2024,10,1,13,4,Sunday,2013-10-13 06:00:00,2013.0,10.0,13.0,4.0,Sunday,12.86,154,11-20 Years
22,Male,,,Junior,SME,Tier-2,3.0,2.0,1,0.0,41536,55.0,2023-01-04,No relevant project mentioned,2023,1,0,4,1,Wednesday,,,,,,,,,
24,Male,B.Sc,1.0,Junior,SME,Tier-1,5.0,1.0,0,2.0,53757,52.0,2024-08-09,No relevant project mentioned,2024,8,0,9,3,Friday,2023-08-09 18:00:00,2023.0,8.0,9.0,3.0,Wednesday,3.04,36,3-5 Years
33,Female,B.Sc+Cert,13.0,Junior,Startup,Tier-2,5.0,,0,2.0,143334,76.0,2023-04-14,Experience in data cleaning and ETL,2023,4,0,14,2,Friday,2010-04-13 18:00:00,2010.0,4.0,13.0,2.0,Tuesday,16.36,196,11-20 Years
33,Male,B.Sc+Cert,9.0,Mid,SME,Tier-1,5.0,2.0,0,5.0,148725,61.0,2024-01-08,No relevant project mentioned,2024,1,1,8,1,Monday,2015-01-07 18:00:00,2015.0,1.0,7.0,1.0,Wednesday,11.62,139,11-20 Years
33,Male,B.Sc,12.0,Mid,Startup,Tier-1,6.0,1.0,0,5.0,161056,72.0,2024-10-10,Built ML pipeline for preprocessing,2024,10,1,10,4,Thursday,2012-10-10 00:00:00,2012.0,10.0,10.0,4.0,Wednesday,13.87,166,11-20 Years
53,Female,M.Sc,29.0,Senior,SME,Tier-1,2.0,0.0,0,4.0,295552,59.0,2023-10-09,Worked on microservices deployment,2023,10,2,9,4,Monday,1994-10-08 18:00:00,1994.0,10.0,8.0,4.0,Saturday,31.87,382,20+ Years
33,Female,B.Sc,12.0,Junior,Startup,Tier-1,,1.0,0,2.0,149398,,2023-10-10,Built ML pipeline for preprocessing,2023,10,0,10,4,Tuesday,2011-10-10 00:00:00,2011.0,10.0,10.0,4.0,Monday,14.87,178,11-20 Years
37,Male,PhD,15.0,Junior,Startup,Tier-1,8.0,1.0,0,3.0,162534,58.0,2024-04-21,Built ML pipeline for preprocessing,2024,4,0,21,2,Sunday,2009-04-21 06:00:00,2009.0,4.0,21.0,2.0,Tuesday,17.34,208,11-20 Years
36,Male,B.Sc,13.0,Mid,Startup,Tier-1,6.0,0.0,0,4.0,128848,42.0,2023-08-23,Worked on microservices deployment,2023,8,1,23,3,Wednesday,2010-08-22 18:00:00,2010.0,8.0,22.0,3.0,Sunday,16.0,192,11-20 Years
